,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,69.58,82.38,9.72,11.15,0.64,133.55,-4.14,-4.94,290.6,57.91,100904.23,18.34,109.25, ,93.225
1,74.41,91.81,10.11,13.88,0.71,143.44,-5.05,-5.22,290.65,58.42,101098.2,18.34,109.38, ,99.26249999999999
2,74.25,92.18,10.31,14.48,0.72,148.0,-5.82,-6.8,290.27,60.36,100967.06,18.33,109.52, ,99.0625
3,72.16,88.51,9.99,13.04,0.68,151.11,-5.64,-7.29,290.19,62.75,101106.29,18.33,109.66, ,96.44999999999999
4,50.84,55.61,9.12,5.26,0.46,100.22,-4.74,-5.05,291.45,54.41,102193.53,18.49,108.83, ,69.80000000000001
5,61.57,67.08,9.62,6.64,0.52,120.14,-4.89,-6.34,290.67,57.7,101259.84,18.49,108.97, ,83.2125
6,66.9,75.81,9.86,8.62,0.58,129.55,-4.18,-6.38,289.66,61.32,99972.2,18.48,109.11, ,89.875
7,72.63,85.48,9.93,10.84,0.64,135.17,-4.15,-6.4,289.43,62.25,99257.59,18.48,109.25, ,97.0375
8,74.97,90.32,10.27,12.4,0.68,142.23,-5.39,-6.06,288.91,63.2,98331.91,18.47,109.39, ,99.9625
9,75.3,91.02,10.45,13.15,0.69,143.97,-5.75,-6.97,288.44,65.95,98217.45,18.46,109.53, ,100.375
10,73.59,88.2,10.39,12.77,0.68,144.53,-4.83,-6.36,289.85,62.7,100601.31,18.46,109.67, ,98.23750000000001
11,69.35,81.08,10.23,11.04,0.63,143.82,-4.59,-7.25,290.68,60.49,101883.55,18.45,109.81, ,92.9375
12,59.38,67.5,9.59,8.47,0.53,126.53,-5.02,-8.83,290.7,62.62,102082.12,18.45,109.95, ,80.475
13,61.42,62.04,9.43,5.51,0.47,110.49,-5.45,-6.78,289.3,61.8,98925.38,18.62,108.84, ,83.025
14,70.89,73.06,9.6,6.88,0.53,122.5,-5.04,-6.4,288.72,64.09,98685.0,18.62,108.98, ,94.8625
15,71.49,76.54,9.94,7.91,0.56,129.35,-4.61,-5.71,289.49,62.24,100011.02,18.61,109.12, ,95.6125
16,73.34,81.45,9.93,8.78,0.59,130.74,-5.26,-7.47,288.68,64.5,98840.44,18.61,109.26, ,97.92500000000001
17,74.94,84.16,10.41,9.43,0.61,138.16,-5.38,-6.73,286.81,69.77,95946.04,18.6,109.4, ,99.925
18,75.62,86.02,10.36,10.32,0.63,137.13,-4.7,-6.99,286.98,69.74,96317.47,18.6,109.54, ,100.775
19,74.01,84.03,10.48,10.6,0.63,138.41,-4.64,-7.25,289.14,63.98,99354.52,18.59,109.67, ,98.76250000000002
20,73.32,82.36,10.44,10.4,0.61,137.31,-4.89,-8.25,289.81,63.49,100462.27,18.59,109.81, ,97.89999999999999
21,68.08,73.43,10.32,9.1,0.56,129.56,-4.54,-8.61,289.76,64.79,100704.2,18.58,109.95, ,91.35
22,57.13,59.64,9.68,7.4,0.48,111.08,-4.31,-9.65,289.99,65.81,101357.19,18.57,110.09, ,77.6625
23,49.58,46.0,9.38,4.38,0.41,92.04,-5.21,-8.15,289.53,61.57,100725.86,18.76,108.7, ,68.225
24,62.33,55.64,9.58,4.75,0.43,106.13,-4.92,-6.99,287.27,69.39,96970.29,18.75,108.84, ,84.1625
25,69.28,62.31,9.72,5.33,0.46,112.8,-4.09,-6.1,287.29,68.45,96937.88,18.75,108.98, ,92.85
26,70.64,67.06,10.06,5.83,0.48,120.53,-5.0,-6.48,288.56,64.51,98573.56,18.75,109.12, ,94.55
27,73.04,73.29,10.05,6.49,0.51,122.22,-6.17,-8.03,288.25,66.64,98542.4,18.74,109.26, ,97.55000000000001
28,74.59,77.35,10.33,7.06,0.54,126.31,-5.74,-7.27,286.98,70.85,96771.91,18.73,109.4, ,99.48750000000001
29,75.35,78.9,10.55,7.6,0.55,128.41,-5.18,-7.6,286.16,72.78,95436.09,18.73,109.54, ,100.4375
30,74.51,77.47,10.8,7.74,0.56,130.15,-5.04,-8.69,286.24,73.1,95608.73,18.72,109.68, ,99.3875
31,73.65,75.64,10.73,7.94,0.55,126.53,-4.48,-9.24,286.7,73.48,96626.78,18.72,109.82, ,98.3125
32,71.9,72.49,10.39,8.12,0.54,118.85,-3.83,-8.93,287.98,70.93,98597.72,18.71,109.96, ,96.125
33,64.69,62.37,10.23,7.68,0.5,110.02,-3.48,-8.8,289.07,68.75,100094.91,18.7,110.1, ,87.1125
34,55.58,52.06,9.97,7.23,0.46,101.19,-3.36,-9.3,289.75,68.28,101120.67,18.7,110.24, ,75.725
35,40.81,40.93,8.82,4.99,0.39,95.82,-3.97,-11.07,291.17,70.68,102110.16,18.69,110.38, ,57.2625
36,49.94,45.15,9.63,4.85,0.42,90.52,-4.9,-7.16,289.71,62.68,101410.16,18.89,108.71, ,68.675
37,59.16,50.01,9.82,5.05,0.43,101.1,-4.23,-5.94,288.87,65.58,99857.06,18.89,108.85, ,80.19999999999999
38,65.42,54.09,9.93,5.21,0.44,104.49,-4.98,-6.31,287.91,67.0,98039.34,18.88,108.99, ,88.025
39,70.65,61.3,10.09,5.44,0.46,110.29,-6.36,-7.44,285.99,73.2,95333.82,18.88,109.13, ,94.5625
40,73.17,66.95,10.29,5.89,0.47,114.88,-6.27,-8.7,286.13,74.07,95876.95,18.87,109.27, ,97.7125
41,74.01,70.51,10.49,6.51,0.5,117.64,-5.97,-8.25,286.7,72.83,96765.77,18.87,109.41, ,98.76250000000002
42,75.01,72.55,10.77,6.94,0.52,120.39,-6.02,-8.11,284.98,78.98,94494.37,18.86,109.55, ,100.0125
43,75.31,73.52,10.8,7.59,0.53,118.23,-4.94,-8.22,284.28,82.75,93795.76,18.86,109.69, ,100.38750000000002
44,74.79,73.24,10.68,8.5,0.55,112.94,-3.48,-8.08,285.76,78.37,95897.3,18.85,109.83, ,99.73750000000001
45,72.01,69.3,10.57,8.94,0.55,108.08,-3.05,-8.21,287.38,73.2,98084.47,18.84,109.97, ,96.2625
46,67.27,62.64,10.47,8.99,0.54,103.07,-3.09,-8.17,288.12,71.96,99176.23,18.84,110.11, ,90.33749999999999
47,61.71,56.61,10.56,9.71,0.53,98.01,-2.77,-8.2,288.77,71.68,100049.66,18.83,110.25, ,83.3875
48,48.14,46.01,9.78,7.3,0.45,91.99,-2.97,-9.25,290.05,69.71,101607.76,18.82,110.39, ,66.425
49,46.04,43.35,9.97,5.15,0.43,85.88,-4.88,-7.02,290.08,60.78,102019.97,19.02,108.71, ,63.8
50,53.24,46.25,10.27,5.36,0.44,95.34,-4.41,-5.81,290.17,61.62,101700.74,19.02,108.85, ,72.80000000000001
51,59.5,49.77,10.17,5.5,0.45,96.74,-5.75,-6.67,288.8,65.06,99669.87,19.01,108.99, ,80.625
52,66.25,55.8,10.48,5.55,0.45,103.72,-7.02,-7.0,285.77,75.25,95515.34,19.01,109.13, ,89.0625
53,71.35,61.84,10.32,6.21,0.47,103.71,-6.59,-7.73,284.43,82.25,94204.75,19.0,109.27, ,95.4375
54,73.74,66.46,10.56,6.95,0.5,106.53,-5.77,-7.26,285.22,79.98,95357.77,19.0,109.41, ,98.425
55,75.43,70.48,10.61,7.96,0.53,106.08,-5.34,-6.66,285.08,81.24,95335.94,18.99,109.55, ,100.53750000000002
56,76.04,73.04,10.62,9.23,0.57,103.83,-4.2,-6.49,285.1,81.41,95474.8,18.99,109.69, ,101.30000000000001
57,73.88,71.29,11.05,10.31,0.58,105.02,-2.91,-6.57,286.09,77.73,96694.62,18.98,109.83, ,98.6
58,71.93,70.77,10.8,11.32,0.6,98.67,-2.52,-6.99,286.98,75.31,97915.73,18.98,109.97, ,96.16250000000001
59,66.94,65.64,10.7,11.7,0.6,94.72,-2.42,-7.06,287.98,72.58,99310.91,18.97,110.11, ,89.925
60,60.98,60.12,10.9,12.85,0.6,91.44,-2.21,-6.89,288.86,70.74,100571.78,18.96,110.25, ,82.475
61,50.5,51.57,10.25,9.92,0.52,88.27,-2.49,-7.59,290.06,69.13,101690.05,18.96,110.39, ,69.375
62,43.0,43.22,10.04,5.08,0.43,82.45,-5.55,-7.33,290.02,61.19,102098.71,19.16,108.72, ,60.0
63,48.54,45.74,10.44,5.52,0.45,88.7,-4.77,-6.22,289.99,61.99,101701.87,19.15,108.86, ,66.925
64,53.87,48.59,10.57,5.82,0.46,91.19,-6.04,-6.11,288.88,65.6,100092.84,19.15,109.0, ,73.5875
65,61.0,53.8,10.42,6.27,0.47,91.88,-7.04,-6.1,286.49,74.4,97115.12,19.14,109.14, ,82.5
66,66.05,56.9,10.76,6.81,0.49,96.37,-5.67,-5.33,285.57,78.46,96007.17,19.14,109.28, ,88.8125
67,70.65,62.03,10.89,8.07,0.54,97.08,-4.24,-4.88,286.04,77.89,96998.86,19.13,109.42, ,94.5625
68,73.16,67.12,11.02,9.3,0.58,97.58,-3.95,-4.66,286.32,77.16,97436.27,19.13,109.56, ,97.69999999999999
69,74.4,72.1,10.89,10.97,0.61,95.14,-3.56,-4.89,286.25,77.82,97465.62,19.12,109.7, ,99.25
70,73.63,74.5,11.15,12.99,0.64,94.4,-2.54,-5.04,286.76,76.24,98217.83,19.11,109.84, ,98.2875
71,71.07,74.26,11.27,14.64,0.66,92.31,-1.91,-5.55,287.32,74.42,98874.34,19.11,109.98, ,95.08749999999999
72,66.17,70.73,11.09,15.15,0.66,89.52,-1.92,-6.13,288.31,71.14,99949.18,19.1,110.12, ,88.9625
73,59.87,64.72,11.27,15.64,0.66,88.96,-2.16,-6.15,289.58,67.53,101418.15,19.1,110.26, ,81.08749999999999
74,53.79,59.38,10.62,12.91,0.6,85.95,-2.48,-6.7,290.3,66.62,102135.25,19.09,110.4, ,73.4875
75,43.37,48.23,10.14,8.11,0.48,86.23,-3.64,-7.98,291.01,67.31,102356.31,19.08,110.54, ,60.4625
76,40.72,43.73,9.86,4.69,0.43,80.99,-6.58,-7.66,290.16,62.0,102201.95,19.29,108.72, ,57.15
77,45.29,46.73,10.26,5.57,0.45,82.57,-5.68,-6.69,289.9,61.9,101942.12,19.28,108.86, ,62.8625
78,49.68,49.23,10.75,6.27,0.47,86.02,-5.6,-5.49,289.1,64.84,100734.84,19.28,109.0, ,68.35
79,56.44,53.71,10.8,7.08,0.5,86.75,-5.76,-4.81,287.59,70.65,98942.88,19.27,109.14, ,76.8
80,62.79,57.71,10.89,8.04,0.54,87.62,-5.01,-3.77,287.17,73.25,98686.8,19.27,109.28, ,84.7375
81,67.7,62.19,11.13,9.39,0.59,88.84,-4.17,-3.8,287.39,73.22,99114.67,19.26,109.43, ,90.875
82,70.7,67.66,11.35,11.06,0.63,89.57,-3.63,-3.96,287.37,73.58,99072.59,19.26,109.57, ,94.625
83,71.58,72.79,11.71,13.56,0.67,90.72,-2.89,-3.71,287.55,73.15,99369.23,19.25,109.71, ,95.725
84,71.32,77.04,11.91,16.43,0.7,90.08,-2.39,-4.18,287.92,72.16,99986.16,19.25,109.85, ,95.39999999999999
85,69.39,78.33,11.96,18.47,0.73,88.71,-2.44,-4.87,288.13,71.47,100095.26,19.24,109.99, ,92.9875
86,65.7,76.53,11.58,18.64,0.73,86.68,-2.63,-5.94,288.51,69.99,100197.44,19.23,110.13, ,88.375
87,61.03,72.42,11.42,18.36,0.71,85.79,-2.68,-6.16,289.4,67.31,101036.52,19.23,110.27, ,82.5375
88,57.42,67.87,11.11,15.75,0.66,85.76,-2.98,-6.32,290.32,65.59,101988.02,19.22,110.41, ,78.025
89,48.62,57.72,10.37,10.71,0.54,83.96,-4.06,-7.45,290.93,66.45,102349.84,19.21,110.55, ,67.02499999999999
90,42.59,46.61,10.12,5.13,0.45,80.7,-6.72,-7.01,289.97,62.13,102033.26,19.42,108.87, ,59.487500000000004
91,47.18,50.05,10.68,6.29,0.48,82.45,-5.77,-5.59,289.52,63.38,101586.71,19.41,109.01, ,65.225
92,53.67,55.05,10.84,7.73,0.53,82.15,-5.17,-4.45,288.96,65.82,101089.27,19.41,109.15, ,73.3375
93,60.08,59.1,11.09,9.28,0.59,82.37,-4.73,-3.49,288.5,67.98,100577.26,19.4,109.29, ,81.35
94,66.14,64.92,11.35,11.25,0.65,82.8,-4.58,-3.83,288.12,70.1,100103.95,19.4,109.43, ,88.925
95,69.97,72.13,11.42,13.65,0.7,81.9,-4.15,-4.32,288.11,70.67,100179.09,19.39,109.57, ,93.7125
96,70.86,77.62,12.01,16.81,0.74,84.65,-3.43,-3.79,288.42,70.02,100572.6,19.38,109.71, ,94.82499999999999
97,70.92,82.83,12.14,19.91,0.77,84.13,-3.23,-4.4,288.47,69.86,100597.76,19.38,109.85, ,94.9
98,69.75,84.22,12.38,22.13,0.8,84.41,-3.38,-4.95,288.6,69.48,100545.22,19.37,109.99, ,93.4375
99,67.29,83.71,11.75,21.79,0.8,82.08,-3.53,-5.92,288.83,68.82,100640.81,19.37,110.13, ,90.36250000000001
100,63.44,79.7,11.5,20.04,0.76,83.28,-3.38,-6.24,289.36,67.13,100958.34,19.36,110.27, ,85.55
101,60.24,75.42,11.38,17.88,0.72,83.59,-3.25,-6.1,289.95,65.74,101462.72,19.35,110.41, ,81.55
