,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,25.37,52.42,2.93,14.54,0.57,45.7,-2.61,-0.44,294.14,79.66,100247.14,18.34,109.25, ,51.21
1,25.76,59.12,3.21,20.13,0.64,42.31,-3.3,-1.31,294.43,79.04,100440.95,18.34,109.38, ,54.56
2,25.5,58.07,3.36,19.74,0.63,43.89,-4.05,-2.95,294.03,81.83,100318.24,18.33,109.52, ,54.035
3,24.31,51.62,2.88,14.21,0.54,51.16,-4.39,-3.53,293.46,87.68,100457.02,18.33,109.66, ,50.81
4,28.01,40.75,3.28,6.63,0.42,58.77,-2.52,-2.36,295.32,72.63,101493.3,18.49,108.83, ,45.375
5,27.61,43.92,3.19,8.53,0.46,55.63,-2.68,-2.11,294.73,74.2,100586.87,18.49,108.97, ,46.96
6,27.08,47.89,3.07,10.73,0.5,51.68,-2.24,-1.05,293.94,76.52,99325.2,18.48,109.11, ,48.945
7,27.86,54.06,3.25,14.95,0.58,45.23,-2.13,-1.31,294.07,74.98,98631.35,18.48,109.25, ,52.03
8,27.4,56.53,3.37,18.32,0.61,43.31,-2.58,-1.7,293.71,76.29,97743.7,18.47,109.39, ,53.265
9,27.31,55.94,3.54,19.59,0.6,43.53,-3.04,-2.72,292.99,81.24,97627.26,18.46,109.53, ,52.97
10,26.01,51.76,3.12,15.84,0.55,47.61,-2.87,-2.89,293.67,82.66,99950.22,18.46,109.67, ,50.879999999999995
11,23.88,44.67,2.71,10.79,0.47,55.4,-3.22,-3.68,294.0,83.1,101214.3,18.45,109.81, ,47.335
12,22.16,36.64,2.72,6.91,0.38,64.38,-4.04,-4.8,293.68,87.85,101422.1,18.45,109.95, ,43.32
13,31.61,44.85,3.58,7.02,0.44,57.7,-3.14,-3.93,293.52,76.05,98308.32,18.62,108.84, ,47.425
14,30.67,46.93,3.34,8.55,0.47,54.53,-2.04,-4.04,293.16,77.7,98063.66,18.62,108.98, ,48.465
15,28.58,45.74,3.19,9.13,0.48,54.01,-1.82,-2.58,294.02,74.12,99349.98,18.61,109.12, ,47.870000000000005
16,27.6,45.63,3.07,9.81,0.48,51.51,-2.87,-2.61,294.03,71.52,98218.25,18.61,109.26, ,47.815
17,26.82,44.97,3.06,10.47,0.48,52.57,-2.82,-2.08,292.56,75.14,95407.76,18.6,109.4, ,47.485
18,27.14,46.09,2.91,12.56,0.49,50.14,-2.08,-2.49,292.16,79.89,95762.9,18.6,109.54, ,48.045
19,26.43,45.79,2.88,12.81,0.49,50.99,-2.29,-3.05,293.6,78.38,98733.82,18.59,109.67, ,47.894999999999996
20,25.23,43.17,2.85,11.08,0.46,54.27,-2.99,-4.21,293.73,81.18,99828.02,18.59,109.81, ,46.585
21,23.54,37.66,2.99,7.74,0.39,61.59,-3.03,-4.73,293.07,87.78,100071.56,18.58,109.95, ,43.83
22,22.62,34.27,3.1,5.67,0.34,67.67,-3.1,-5.04,292.99,91.61,100717.43,18.57,110.09, ,42.135000000000005
23,35.75,44.2,4.46,5.12,0.4,61.52,-3.32,-4.79,293.41,78.42,100057.28,18.76,108.7, ,51.07142857142857
24,34.25,43.01,3.89,5.27,0.4,60.72,-2.97,-3.42,291.59,83.27,96384.77,18.75,108.84, ,48.92857142857142
25,32.11,41.13,3.58,5.62,0.39,59.66,-1.52,-3.61,291.6,83.23,96349.46,18.75,108.98, ,45.87142857142857
26,29.39,38.8,3.37,6.04,0.39,58.71,-1.89,-3.94,293.31,75.36,97952.03,18.75,109.12, ,44.4
27,28.2,38.12,3.19,6.4,0.39,56.76,-3.27,-4.14,293.21,75.39,97929.05,18.74,109.26, ,44.06
