,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,49.75,57.63,8.97,11.64,0.86,73.68,-1.79,-5.81,289.1,64.0,100650.27,18.34,109.25, ,68.4375
1,49.22,57.47,8.18,14.95,0.93,76.16,-2.23,-4.13,289.51,63.38,100841.22,18.34,109.38, ,67.775
2,49.66,57.86,8.1,16.38,0.94,76.29,-3.58,-6.04,289.11,64.49,100716.98,18.33,109.52, ,68.32499999999999
3,49.71,57.7,8.74,15.4,0.9,76.73,-3.83,-6.7,288.7,67.99,100867.19,18.33,109.66, ,68.3875
4,54.79,61.69,12.18,6.01,0.7,69.38,-3.24,-6.09,289.49,61.95,101953.01,18.49,108.83, ,74.7375
5,52.09,59.09,11.55,7.38,0.76,73.29,-3.7,-6.87,288.75,64.9,101020.03,18.49,108.97, ,71.36250000000001
6,51.26,58.32,10.44,8.91,0.81,74.39,-3.07,-6.85,287.64,69.25,99731.8,18.48,109.11, ,70.325
7,53.63,61.84,9.52,11.17,0.88,73.21,-2.62,-7.72,287.65,69.66,99007.79,18.48,109.25, ,73.2875
8,53.14,61.41,9.13,12.85,0.91,75.24,-2.68,-6.2,287.71,68.35,98077.92,18.47,109.39, ,72.675
9,54.04,62.42,9.15,14.06,0.92,74.05,-2.7,-6.63,287.29,70.58,97965.21,18.46,109.53, ,73.8
10,51.4,59.48,9.62,14.03,0.9,73.5,-2.59,-6.16,288.47,67.73,100352.49,18.46,109.67, ,70.5
11,49.74,57.09,10.46,12.69,0.86,74.11,-2.86,-7.58,288.98,66.84,101644.14,18.45,109.81, ,68.42500000000001
12,51.63,59.08,11.28,10.31,0.76,70.17,-3.02,-9.47,288.78,69.3,101848.25,18.45,109.95, ,70.7875
13,60.29,68.33,12.37,6.35,0.74,69.87,-4.02,-7.87,287.18,70.89,98684.25,18.62,108.84, ,81.6125
