,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,20.06,27.91,5.03,5.81,0.45,71.86,-5.39,-4.97,293.4,69.94,100659.5,18.34,109.25, ,28.657142857142855
1,20.12,28.41,5.0,6.51,0.49,74.21,-6.38,-5.79,293.45,70.97,100849.06,18.34,109.38, ,28.742857142857144
2,20.65,29.36,5.09,6.67,0.5,74.97,-6.27,-7.32,292.79,75.33,100732.64,18.33,109.52, ,29.5
3,20.98,30.46,5.04,6.2,0.47,76.38,-5.3,-7.39,292.46,79.65,100880.97,18.33,109.66, ,30.46
4,20.64,26.94,5.34,4.18,0.34,68.31,-5.52,-5.24,293.66,68.13,101944.22,18.49,108.83, ,29.485714285714288
5,20.85,27.32,5.34,4.54,0.37,71.62,-5.41,-6.38,292.82,72.59,101027.58,18.49,108.97, ,29.78571428571429
6,21.6,28.65,5.33,5.24,0.41,71.49,-4.78,-6.05,291.98,75.55,99756.12,18.48,109.11, ,30.85714285714286
7,22.35,30.29,5.26,5.93,0.45,70.84,-5.58,-6.1,292.01,74.8,99043.92,18.48,109.25, ,31.928571428571427
8,22.2,30.38,5.24,6.24,0.46,72.96,-6.67,-5.99,291.58,76.26,98133.88,18.47,109.39, ,31.71428571428571
9,22.79,31.3,5.32,6.57,0.47,72.71,-5.98,-7.06,290.88,81.47,98032.43,18.46,109.53, ,32.55714285714286
10,22.27,31.15,5.36,6.48,0.46,73.13,-4.48,-6.73,292.1,79.16,100385.98,18.46,109.67, ,31.814285714285713
11,21.57,30.59,5.34,5.66,0.42,76.35,-4.12,-7.39,292.87,77.8,101653.28,18.45,109.81, ,30.814285714285717
12,21.84,31.9,5.34,5.16,0.38,76.85,-4.35,-8.72,292.78,81.31,101854.32,18.45,109.95, ,31.9
13,23.71,30.73,5.55,4.33,0.36,68.53,-6.53,-6.13,291.44,75.8,98724.7,18.62,108.84, ,33.871428571428574
14,23.81,31.19,5.43,4.78,0.38,68.76,-5.53,-6.03,290.71,80.24,98497.39,18.62,108.98, ,34.01428571428571
15,23.17,30.58,5.51,5.09,0.4,70.29,-5.03,-5.53,291.53,77.72,99803.92,18.61,109.12, ,33.1
16,24.36,32.44,5.45,5.4,0.41,68.86,-6.26,-7.07,290.93,79.38,98644.1,18.61,109.26, ,34.8
17,24.87,33.0,5.54,5.52,0.42,72.2,-6.31,-5.77,289.31,84.61,95791.7,18.6,109.4, ,35.52857142857143
