,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,35.05,60.2,4.44,8.97,0.61,90.99,-5.35,-2.74,289.29,61.81,100638.94,18.34,109.25, ,55.1
1,38.05,69.16,4.58,11.71,0.69,94.9,-6.02,-3.9,289.44,63.1,100834.64,18.34,109.38, ,59.58
2,38.0,68.88,4.64,11.43,0.7,96.17,-5.87,-5.25,289.05,65.97,100710.57,18.33,109.52, ,59.44
3,36.32,64.62,4.32,8.82,0.66,97.57,-5.2,-5.52,288.98,68.91,100850.45,18.33,109.66, ,57.31
4,26.45,39.17,5.21,4.48,0.41,83.89,-2.43,-3.45,289.63,57.31,101933.91,18.49,108.83, ,44.585
5,31.69,48.83,5.07,5.5,0.47,90.0,-2.14,-3.02,289.2,62.15,101002.56,18.49,108.97, ,49.415
6,34.87,56.34,4.65,7.42,0.54,90.74,-2.89,-2.39,288.69,63.58,99704.84,18.48,109.11, ,53.17
7,37.62,63.63,4.56,9.66,0.62,91.52,-5.0,-2.54,288.53,64.09,98989.08,18.48,109.25, ,56.815
8,38.63,67.17,4.59,10.7,0.66,93.52,-6.53,-3.39,287.79,67.14,98077.0,18.47,109.39, ,58.585
9,40.09,68.95,4.67,10.95,0.67,92.98,-5.8,-4.52,287.27,71.67,97965.58,18.46,109.53, ,59.475
10,39.02,66.79,4.52,9.84,0.67,92.4,-4.4,-4.44,288.71,68.28,100342.43,18.46,109.67, ,58.395
11,34.84,58.37,4.23,7.31,0.6,93.39,-4.17,-5.16,289.56,65.68,101622.26,18.45,109.81, ,54.185
12,29.04,45.93,3.91,5.55,0.49,89.38,-4.54,-6.49,289.69,67.33,101821.07,18.45,109.95, ,47.965
13,31.36,42.48,5.18,4.66,0.41,85.04,-2.87,-2.75,288.12,60.16,98667.52,18.62,108.84, ,46.239999999999995
14,37.97,53.76,5.01,5.72,0.48,87.84,-2.42,-2.62,287.44,65.73,98416.77,18.62,108.98, ,53.7125
15,37.61,55.8,4.76,6.31,0.51,89.91,-2.69,-2.17,288.53,63.53,99733.15,18.61,109.12, ,53.2625
16,38.25,58.31,4.44,6.87,0.54,89.0,-4.58,-2.82,288.04,64.83,98568.85,18.61,109.26, ,54.155
17,38.32,59.26,4.46,7.29,0.56,91.82,-5.97,-2.44,285.99,71.48,95684.91,18.6,109.4, ,54.629999999999995
18,40.2,62.68,4.37,8.26,0.59,89.44,-5.42,-3.35,285.84,74.94,96059.92,18.6,109.54, ,56.5
19,38.74,60.91,4.38,8.43,0.59,89.98,-4.75,-4.49,288.11,69.1,99102.56,18.59,109.67, ,55.455
20,38.72,60.26,4.36,8.33,0.58,89.07,-4.66,-5.6,288.87,68.4,100210.11,18.59,109.81, ,55.129999999999995
21,36.44,54.05,4.34,7.69,0.52,87.3,-4.08,-6.05,288.82,69.04,100445.6,18.58,109.95, ,52.025
22,30.35,41.97,4.01,6.35,0.42,83.84,-3.78,-6.8,289.02,69.32,101096.11,18.57,110.09, ,45.985
23,26.04,29.07,5.73,3.92,0.32,76.07,-2.11,-3.07,288.56,58.99,100444.53,18.76,108.7, ,39.535
24,31.9,35.33,5.16,3.94,0.35,80.11,-2.9,-1.04,286.71,63.93,96684.55,18.75,108.84, ,46.125
25,35.47,40.74,4.98,4.23,0.37,83.4,-3.2,-0.92,286.41,65.79,96646.2,18.75,108.98, ,50.5875
26,35.17,43.59,4.77,4.52,0.4,86.22,-3.83,-2.24,287.75,63.79,98296.73,18.75,109.12, ,50.212500000000006
27,37.94,49.84,4.57,5.24,0.44,84.52,-4.62,-3.41,287.53,67.7,98278.71,18.74,109.26, ,53.675
28,38.95,53.05,4.57,5.9,0.47,85.7,-5.38,-2.41,286.43,70.54,96501.54,18.73,109.4, ,54.9375
29,39.2,54.26,4.56,6.51,0.48,86.66,-5.79,-3.0,285.42,74.75,95176.42,18.73,109.54, ,55.25
30,38.63,53.31,4.57,6.77,0.48,88.05,-5.31,-4.63,285.38,77.26,95362.37,18.72,109.68, ,54.5375
31,40.69,55.23,4.54,7.68,0.48,84.73,-4.35,-5.64,285.76,78.88,96372.95,18.72,109.82, ,57.1125
32,43.03,57.08,4.47,8.91,0.48,79.76,-3.43,-5.82,287.01,75.36,98333.9,18.71,109.96, ,60.0375
33,38.21,48.23,4.4,8.76,0.43,79.24,-2.92,-5.96,288.14,71.99,99828.78,18.7,110.1, ,54.0125
34,29.5,34.7,3.95,7.49,0.36,83.65,-2.92,-6.17,288.88,70.17,100855.48,18.7,110.24, ,43.125
35,13.45,17.12,2.69,1.87,0.27,96.46,-4.44,-6.61,290.99,67.23,101841.96,18.69,110.38, ,33.56
36,26.32,27.8,6.13,4.42,0.32,74.41,-1.26,-3.24,288.47,61.91,101106.66,18.89,108.71, ,39.15
37,29.0,29.23,5.37,4.0,0.33,78.27,-1.87,-1.02,288.3,60.43,99540.3,18.89,108.85, ,42.5
38,31.67,31.61,4.95,4.07,0.34,79.07,-4.69,-0.25,287.61,60.7,97728.57,18.88,108.99, ,45.837500000000006
39,34.68,37.3,4.76,4.52,0.35,79.79,-6.25,-1.79,285.53,69.59,95059.78,18.88,109.13, ,49.6
40,37.54,43.3,4.77,5.32,0.38,81.3,-5.26,-3.58,285.31,75.41,95615.96,18.87,109.27, ,53.175
41,39.19,47.82,4.79,6.33,0.41,82.14,-5.28,-3.36,286.13,72.61,96495.5,18.87,109.41, ,55.2375
42,39.54,49.59,4.83,6.99,0.43,83.96,-6.04,-3.16,284.49,78.59,94224.91,18.86,109.55, ,55.675
43,42.21,53.3,4.78,8.38,0.45,81.52,-5.32,-3.54,283.55,85.54,93525.16,18.86,109.69, ,59.0125
44,46.55,59.04,4.71,11.01,0.48,76.12,-3.78,-4.15,284.82,82.4,95621.98,18.85,109.83, ,64.4375
45,46.1,57.91,4.67,12.35,0.48,75.06,-2.93,-4.89,286.37,76.93,97808.71,18.84,109.97, ,63.875
46,43.32,52.88,4.62,12.62,0.46,75.37,-2.58,-5.3,287.14,74.89,98900.97,18.84,110.11, ,60.4
47,40.5,47.16,4.69,13.84,0.44,77.9,-2.13,-5.35,287.87,73.56,99774.05,18.83,110.25, ,56.875
48,19.71,24.41,3.23,4.4,0.31,89.22,-3.11,-5.57,289.59,68.77,101332.68,18.82,110.39, ,37.205
49,23.77,25.95,6.62,5.02,0.32,72.66,-2.07,-3.5,288.8,61.17,101702.7,19.02,108.71, ,37.975
50,25.42,26.51,5.77,4.49,0.33,76.49,-2.64,-2.07,289.47,58.74,101377.24,19.02,108.85, ,38.255
51,28.54,28.67,5.31,4.59,0.33,76.38,-5.15,-1.23,288.56,59.8,99352.77,19.01,108.99, ,41.925
52,31.86,32.72,5.18,5.0,0.34,78.53,-7.02,-1.25,285.44,71.02,95223.05,19.01,109.13, ,46.075
53,38.59,41.28,4.95,6.57,0.37,75.12,-6.55,-2.4,283.74,82.07,93923.22,19.0,109.27, ,54.487500000000004
54,41.55,47.56,4.99,8.11,0.4,76.3,-5.88,-2.64,284.53,80.85,95068.96,19.0,109.41, ,58.1875
55,45.17,54.65,4.96,10.24,0.45,75.19,-5.77,-2.26,284.47,81.5,95038.88,18.99,109.55, ,62.712500000000006
56,48.41,60.62,4.96,12.72,0.49,73.73,-4.82,-2.13,284.42,82.5,95174.78,18.99,109.69, ,66.76249999999999
57,49.01,62.54,5.14,14.85,0.51,74.81,-3.66,-2.72,285.27,79.49,96398.63,18.98,109.83, ,67.51249999999999
58,48.97,63.1,4.94,16.55,0.52,72.78,-2.99,-3.68,286.08,77.21,97625.01,18.98,109.97, ,67.4625
59,46.48,59.84,4.83,16.99,0.51,73.19,-2.3,-4.39,287.06,74.44,99022.57,18.97,110.11, ,64.35
60,43.85,55.87,4.98,18.48,0.5,75.91,-1.68,-4.48,287.89,72.61,100284.52,18.96,110.25, ,61.0625
61,24.47,32.61,3.61,7.27,0.36,86.43,-2.58,-4.51,289.44,69.01,101405.03,18.96,110.39, ,41.305
62,21.79,25.65,6.88,5.25,0.32,72.9,-3.69,-3.61,288.78,62.11,101770.13,19.16,108.72, ,37.825
63,23.05,26.71,6.37,5.24,0.33,75.88,-4.03,-2.7,289.25,60.83,101373.12,19.15,108.86, ,38.355000000000004
64,25.65,28.3,5.97,5.54,0.34,76.7,-5.97,-1.98,288.41,62.61,99769.94,19.15,109.0, ,39.15
65,30.59,32.21,5.63,6.62,0.35,75.2,-7.04,-1.23,286.05,71.6,96800.36,19.14,109.14, ,44.4875
66,35.67,37.29,5.62,8.33,0.37,76.51,-5.8,-0.65,285.0,76.93,95695.25,19.14,109.28, ,50.837500000000006
67,42.79,47.61,5.52,11.3,0.42,73.99,-4.84,-0.66,285.37,77.17,96683.42,19.13,109.42, ,59.7375
68,46.99,56.8,5.47,13.81,0.47,73.11,-4.89,-0.92,285.66,76.44,97120.42,19.13,109.56, ,64.98750000000001
69,50.72,65.31,5.34,16.6,0.53,70.72,-4.56,-1.14,285.57,77.54,97151.66,19.12,109.7, ,69.65
70,52.59,70.18,5.41,19.58,0.56,71.06,-3.69,-1.58,286.11,75.84,97906.42,19.11,109.84, ,71.98750000000001
71,52.03,70.94,5.32,21.42,0.58,71.73,-3.09,-2.47,286.65,74.31,98568.97,19.11,109.98, ,71.2875
72,49.56,68.58,5.08,21.38,0.57,72.39,-2.49,-3.51,287.48,72.14,99650.09,19.1,110.12, ,68.2
73,44.77,62.81,5.06,21.51,0.55,76.05,-1.96,-4.04,288.59,69.57,101123.55,19.1,110.26, ,62.212500000000006
74,29.82,43.31,3.88,10.87,0.42,83.0,-2.22,-4.25,289.42,68.05,101843.74,19.09,110.4, ,46.655
75,16.71,24.92,3.05,3.28,0.31,91.45,-4.21,-4.39,290.94,63.48,102064.63,19.08,110.54, ,37.46
76,21.22,26.33,7.07,5.41,0.32,73.61,-4.74,-3.81,288.64,64.2,101867.5,19.29,108.72, ,38.165
77,23.19,29.37,6.89,6.66,0.34,73.22,-4.63,-3.03,288.88,62.24,101607.02,19.28,108.86, ,39.685
78,24.82,31.03,6.68,7.8,0.35,75.51,-5.46,-2.0,288.47,63.18,100402.02,19.28,109.0, ,40.515
79,29.88,34.49,6.35,9.49,0.37,75.13,-5.84,-1.05,287.04,68.71,98611.81,19.27,109.14, ,43.6
80,37.16,41.4,6.12,12.27,0.41,73.45,-5.02,-0.09,286.55,71.85,98353.89,19.27,109.28, ,52.699999999999996
81,43.99,51.16,6.08,15.27,0.46,73.07,-4.34,-0.06,286.69,71.94,98783.15,19.26,109.43, ,61.237500000000004
82,49.3,62.31,6.06,18.28,0.52,72.85,-4.11,-0.42,286.67,72.37,98745.04,19.26,109.57, ,67.875
83,53.62,72.66,6.08,21.81,0.58,72.53,-3.64,-0.56,286.86,72.22,99045.2,19.25,109.71, ,73.27499999999999
84,55.75,78.73,5.99,24.7,0.62,72.23,-3.26,-1.12,287.3,71.03,99665.03,19.25,109.85, ,75.9375
85,55.56,80.44,5.8,26.16,0.64,72.21,-3.26,-1.87,287.52,70.52,99779.88,19.24,109.99, ,75.7
86,53.37,78.54,5.44,25.54,0.63,72.67,-3.15,-2.78,287.72,70.38,99889.86,19.23,110.13, ,72.9625
87,47.74,71.75,5.1,23.78,0.59,75.39,-2.76,-3.58,288.39,69.21,100736.65,19.23,110.27, ,65.925
88,35.16,53.95,4.22,14.12,0.48,81.69,-2.96,-4.04,289.36,67.55,101693.24,19.22,110.41, ,51.975
89,21.2,33.14,3.32,5.1,0.35,88.18,-4.54,-4.32,290.57,64.6,102055.8,19.21,110.55, ,41.57
90,24.35,31.55,7.22,7.98,0.35,71.99,-5.24,-3.08,288.47,63.98,101692.11,19.42,108.87, ,40.775
91,27.49,36.68,7.18,11.54,0.38,72.02,-5.02,-1.86,288.55,63.38,101243.49,19.41,109.01, ,43.339999999999996
92,33.15,42.02,6.85,15.05,0.41,71.33,-5.1,-0.65,288.22,64.34,100745.59,19.41,109.15, ,47.6875
93,39.89,49.23,6.58,17.88,0.46,71.1,-4.87,0.01,287.74,66.6,100236.73,19.4,109.29, ,56.1125
94,48.53,61.55,6.5,21.38,0.53,70.39,-4.58,-0.15,287.33,68.76,99767.3,19.4,109.43, ,66.9125
95,55.3,75.54,6.36,24.35,0.59,68.97,-4.14,-0.43,287.33,69.53,99845.84,19.39,109.57, ,75.375
96,58.74,84.74,6.46,27.39,0.65,70.36,-3.71,-0.68,287.64,69.04,100242.86,19.38,109.71, ,79.675
97,60.73,90.65,6.31,29.62,0.68,69.53,-3.64,-1.21,287.76,68.86,100272.33,19.38,109.85, ,82.1625
98,61.04,92.84,6.23,31.56,0.71,70.12,-3.68,-1.74,287.89,68.88,100224.98,19.37,109.99, ,82.55000000000001
99,59.05,91.11,5.71,30.72,0.7,69.66,-3.52,-2.33,287.99,69.07,100326.45,19.37,110.13, ,80.0625
100,51.67,80.23,5.15,26.35,0.64,73.57,-3.18,-2.82,288.38,68.6,100650.28,19.36,110.27, ,70.8375
101,41.33,64.95,4.54,18.19,0.54,78.82,-3.19,-3.32,288.96,67.72,101162.13,19.35,110.41, ,57.912499999999994
102,27.42,43.48,3.8,8.15,0.4,85.76,-4.2,-3.92,289.83,66.18,101586.21,19.35,110.55, ,46.739999999999995
