,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,9.73,21.22,1.79,8.19,0.6,63.68,-3.09,-0.08,292.26,80.35,100198.51,18.34,109.25, ,21.22
1,11.09,27.82,2.24,13.68,0.79,58.68,-3.35,-1.09,292.5,79.44,100396.87,18.34,109.38, ,27.82
2,10.76,26.25,2.39,13.78,0.76,59.06,-3.42,-2.2,292.31,80.09,100272.24,18.33,109.52, ,26.25
3,9.7,21.54,1.63,9.2,0.63,66.14,-3.24,-2.67,291.94,83.33,100406.52,18.33,109.66, ,21.54
4,10.06,15.67,1.58,4.72,0.41,73.02,-2.03,-1.38,292.78,74.75,101458.07,18.49,108.83, ,15.67
5,10.69,18.17,1.65,5.93,0.52,71.25,-1.84,-0.38,292.44,76.19,100544.63,18.49,108.97, ,18.17
6,10.56,19.9,1.67,6.87,0.58,69.28,-1.98,0.93,291.95,78.01,99268.92,18.48,109.11, ,19.9
7,11.3,23.63,1.91,9.83,0.7,61.92,-2.43,0.45,291.82,78.09,98573.12,18.48,109.25, ,23.63
8,12.02,27.17,2.25,14.39,0.81,59.11,-3.0,-0.54,291.16,81.25,97686.52,18.47,109.39, ,27.17
9,11.79,25.75,2.41,13.83,0.77,59.45,-2.9,-1.8,290.74,84.34,97567.05,18.46,109.53, ,25.75
10,10.61,22.28,1.59,9.61,0.67,64.32,-2.2,-2.13,291.89,81.41,99898.16,18.46,109.67, ,22.28
11,8.84,17.5,0.88,5.68,0.53,72.57,-2.5,-2.32,292.5,79.82,101162.2,18.45,109.81, ,17.5
12,7.22,13.24,0.88,3.67,0.39,80.21,-3.46,-2.94,292.61,82.12,101362.79,18.45,109.95, ,13.24
13,10.71,16.2,1.48,4.57,0.41,71.7,-2.19,-1.76,291.13,77.63,98246.72,18.62,108.84, ,16.2
14,11.63,18.57,1.42,5.65,0.51,69.14,-1.65,-1.64,290.87,78.98,97996.62,18.62,108.98, ,18.57
15,11.1,18.87,1.32,6.01,0.54,69.28,-1.61,0.12,291.92,74.79,99290.22,18.61,109.12, ,18.87
16,10.6,18.83,1.28,6.51,0.56,65.55,-2.01,0.92,291.84,74.48,98154.83,18.61,109.26, ,18.83
17,11.08,19.82,1.24,7.88,0.59,65.6,-2.58,0.43,289.9,82.04,95327.19,18.6,109.4, ,19.82
18,11.65,20.82,1.06,9.0,0.63,65.13,-2.73,-0.33,289.47,87.0,95687.2,18.6,109.54, ,20.82
19,10.74,19.71,0.97,8.08,0.6,67.56,-2.31,-1.27,291.41,80.71,98682.06,18.59,109.67, ,19.71
20,9.97,18.34,0.94,6.77,0.55,71.2,-2.57,-2.19,292.21,79.32,99773.83,18.59,109.81, ,18.34
21,8.9,15.69,1.04,5.03,0.45,77.38,-2.92,-2.65,292.04,82.27,100005.09,18.58,109.95, ,15.69
22,7.17,12.38,1.08,3.1,0.32,83.11,-3.13,-2.97,292.14,84.05,100646.79,18.57,110.09, ,12.38
23,9.95,13.94,1.62,3.08,0.26,75.29,-2.37,-0.65,292.33,72.1,99983.5,18.76,108.7, ,14.214285714285712
24,10.77,14.81,1.42,3.25,0.3,73.01,-2.38,-0.59,290.04,79.34,96292.2,18.75,108.84, ,15.385714285714286
25,11.48,15.72,1.27,3.6,0.35,71.54,-1.86,-1.12,289.76,81.54,96257.3,18.75,108.98, ,16.400000000000002
26,10.92,15.33,1.14,3.99,0.39,70.89,-1.7,-0.92,291.14,76.06,97885.73,18.75,109.12, ,15.6
27,10.42,14.91,1.03,4.15,0.42,69.01,-2.22,0.18,291.41,74.55,97866.29,18.74,109.26, ,14.91
28,10.52,15.16,1.03,4.53,0.45,69.94,-2.71,0.53,290.56,76.62,96119.61,18.73,109.4, ,15.16
29,11.23,16.33,1.0,5.56,0.49,70.64,-2.78,0.42,289.33,83.41,94823.96,18.73,109.54, ,16.33
30,10.96,16.09,0.97,5.34,0.47,73.12,-2.62,-0.7,289.37,84.49,95006.57,18.72,109.68, ,16.09
31,10.74,15.86,0.96,4.78,0.43,75.28,-2.46,-1.72,289.69,86.28,95992.6,18.72,109.82, ,15.86
32,10.24,15.39,1.09,4.26,0.39,77.12,-2.27,-2.05,290.54,86.85,97918.3,18.71,109.96, ,15.39
33,8.47,13.28,1.24,3.23,0.31,81.37,-2.23,-2.4,291.37,85.68,99392.96,18.7,110.1, ,13.28
34,6.72,11.04,1.09,2.24,0.24,85.82,-2.58,-2.58,291.98,85.55,100408.59,18.7,110.24, ,11.04
35,5.01,9.25,0.8,1.27,0.2,92.0,-3.23,-2.88,292.97,85.59,101392.19,18.69,110.38, ,9.25
36,10.31,14.44,1.75,3.29,0.26,74.29,-1.65,-1.0,292.36,71.56,100630.28,18.89,108.71, ,14.72857142857143
37,10.27,14.32,1.47,3.21,0.27,73.21,-1.96,0.17,291.85,72.47,99095.41,18.89,108.85, ,14.67142857142857
38,10.61,14.54,1.28,3.28,0.29,71.88,-2.08,0.18,290.81,75.58,97330.89,18.88,108.99, ,15.157142857142855
39,11.15,15.09,1.09,3.48,0.31,69.67,-2.21,-0.5,289.28,79.94,94709.14,18.88,109.13, ,15.928571428571429
40,10.9,14.79,1.02,3.76,0.34,70.93,-2.42,-0.52,289.53,79.75,95246.19,18.87,109.27, ,15.571428571428573
41,10.34,14.37,0.99,3.94,0.35,71.42,-2.69,-0.02,290.31,75.65,96111.09,18.87,109.41, ,14.771428571428572
42,10.35,14.43,0.95,4.11,0.36,72.65,-2.87,0.36,289.02,80.1,93883.98,18.86,109.55, ,14.785714285714285
43,11.05,15.28,0.94,4.13,0.35,74.21,-2.59,0.11,287.89,88.53,93187.38,18.86,109.69, ,15.785714285714286
44,10.92,15.37,0.95,3.97,0.34,75.28,-1.97,-0.49,288.74,90.26,95240.39,18.85,109.83, ,15.6
45,10.07,14.74,1.09,3.68,0.31,78.26,-1.82,-1.2,289.92,88.46,97392.79,18.84,109.97, ,14.74
46,8.96,13.8,1.29,3.38,0.29,80.63,-2.08,-1.62,290.6,88.16,98472.98,18.84,110.11, ,13.8
47,9.86,15.26,1.83,4.26,0.29,80.78,-2.11,-1.9,291.17,88.2,99337.64,18.83,110.25, ,15.26
48,7.32,11.98,1.37,2.83,0.24,84.91,-2.47,-2.45,292.15,86.25,100877.41,18.82,110.39, ,11.98
49,11.2,15.53,2.2,3.94,0.25,73.86,-0.83,-1.98,292.04,73.64,101224.47,19.02,108.71, ,16.0
50,10.38,14.58,1.65,3.48,0.26,74.12,-1.13,-0.56,292.81,69.66,100904.45,19.02,108.85, ,14.82857142857143
51,10.48,14.59,1.4,3.44,0.27,71.37,-1.76,0.37,292.09,70.08,98924.35,19.01,108.99, ,14.971428571428572
52,10.32,14.12,1.18,3.24,0.27,72.08,-2.18,0.25,289.7,76.7,94867.35,19.01,109.13, ,14.742857142857144
53,10.81,14.58,1.04,3.4,0.29,70.62,-2.37,0.3,288.46,81.89,93575.98,19.0,109.27, ,15.442857142857145
54,10.32,14.16,1.0,3.58,0.3,71.4,-2.46,0.38,289.11,80.3,94697.86,19.0,109.41, ,14.742857142857144
55,10.09,14.07,0.96,3.76,0.31,71.46,-2.79,0.92,289.14,81.04,94665.62,18.99,109.55, ,14.414285714285713
56,10.64,14.85,0.96,3.87,0.31,72.54,-2.56,1.11,288.7,86.86,94795.84,18.99,109.69, ,15.2
57,10.74,15.22,1.02,3.89,0.3,75.03,-2.16,0.46,289.15,89.3,95998.97,18.98,109.83, ,15.342857142857143
58,9.98,14.61,1.1,3.7,0.28,77.05,-2.06,-0.3,289.76,89.25,97208.52,18.98,109.97, ,14.61
59,8.99,13.85,1.26,3.6,0.27,79.28,-1.9,-0.76,290.6,88.12,98586.33,18.97,110.11, ,13.85
60,10.88,16.65,2.01,5.26,0.29,77.31,-1.58,-1.12,291.3,87.09,99831.56,18.96,110.25, ,16.65
61,8.77,13.75,1.62,3.93,0.25,81.22,-1.81,-1.81,291.9,86.66,100943.66,18.96,110.39, ,13.75
62,12.8,17.55,2.64,4.56,0.26,74.18,-1.08,-2.42,291.62,76.21,101292.88,19.16,108.72, ,18.285714285714285
63,11.18,15.72,1.93,3.96,0.26,74.27,-0.76,-1.84,292.31,72.2,100902.29,19.15,108.86, ,15.97142857142857
64,10.46,14.68,1.57,3.57,0.26,73.18,-1.35,-0.77,292.19,70.29,99325.41,19.15,109.0, ,14.942857142857143
65,10.24,14.3,1.27,3.37,0.26,71.21,-1.86,-0.17,290.61,73.91,96404.56,19.14,109.14, ,14.62857142857143
66,9.86,13.63,1.15,3.24,0.26,72.62,-1.84,0.95,289.75,77.53,95305.5,19.14,109.28, ,14.085714285714285
67,9.72,13.63,1.09,3.43,0.27,72.32,-2.12,1.0,290.02,78.42,96270.79,19.13,109.42, ,13.885714285714288
68,9.68,13.8,1.05,3.61,0.28,71.96,-2.71,1.19,290.17,79.88,96703.41,19.13,109.56, ,13.82857142857143
