,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,12.25,24.0,1.58,8.19,0.61,65.24,-2.71,-1.55,292.76,76.54,100381.11,18.34,109.25, ,24.0
1,13.67,28.73,1.97,12.53,0.74,62.08,-4.1,-2.77,293.01,74.31,100576.5,18.34,109.38, ,28.73
2,13.34,28.0,2.15,11.84,0.72,62.7,-4.62,-4.11,292.56,76.16,100451.73,18.33,109.52, ,28.0
3,12.43,25.25,1.93,8.8,0.67,66.48,-4.37,-4.47,292.11,80.48,100588.24,18.33,109.66, ,25.25
4,11.86,17.79,1.43,4.1,0.39,69.87,-1.46,-2.29,293.36,73.44,101646.74,18.49,108.83, ,17.79
5,11.91,18.95,1.31,4.6,0.46,71.5,-1.23,-1.45,292.78,76.34,100733.2,18.49,108.97, ,18.95
6,11.82,20.47,1.29,5.8,0.51,70.11,-1.17,-0.85,292.04,79.4,99458.51,18.48,109.11, ,20.47
7,12.93,23.95,1.56,9.13,0.61,65.01,-2.52,-1.32,291.99,78.05,98759.24,18.48,109.25, ,23.95
8,13.23,25.34,1.79,10.61,0.66,64.36,-4.38,-2.46,291.48,77.86,97863.84,18.47,109.39, ,25.34
9,13.06,25.09,2.01,10.19,0.65,64.04,-4.45,-3.8,290.86,81.19,97745.16,18.46,109.53, ,25.09
10,12.73,24.01,1.92,8.66,0.63,65.47,-3.37,-3.71,291.97,79.17,100084.11,18.46,109.67, ,24.01
11,11.85,21.48,1.74,5.97,0.56,69.89,-3.4,-4.26,292.63,77.83,101349.32,18.45,109.81, ,21.48
12,11.33,19.2,1.88,4.49,0.45,73.02,-3.92,-5.64,292.43,81.21,101549.79,18.45,109.95, ,19.2
13,12.51,18.12,1.47,4.3,0.4,68.38,-2.32,-2.04,291.58,77.78,98436.27,18.62,108.84, ,18.12
14,12.61,19.14,1.27,4.74,0.45,68.31,-1.97,-1.69,291.15,80.12,98186.08,18.62,108.98, ,19.14
15,11.64,18.55,1.21,4.96,0.46,68.92,-1.59,-1.39,292.08,77.38,99482.92,18.61,109.12, ,18.55
16,11.12,17.91,1.24,5.12,0.46,67.15,-2.53,-1.72,291.64,77.74,98346.35,18.61,109.26, ,17.91
17,11.32,18.42,1.36,5.4,0.48,69.2,-4.09,-1.9,289.85,82.18,95506.07,18.6,109.4, ,18.42
18,11.96,19.76,1.48,6.02,0.51,68.05,-4.17,-2.84,289.56,84.58,95866.75,18.6,109.54, ,19.76
19,11.81,19.74,1.62,6.02,0.51,69.57,-3.57,-3.71,291.5,78.8,98864.03,18.59,109.67, ,19.74
20,12.04,20.07,1.78,5.71,0.5,70.21,-3.59,-4.8,291.97,79.1,99958.45,18.59,109.81, ,20.07
21,12.43,19.9,2.05,4.91,0.45,72.18,-3.17,-5.33,291.54,83.48,100193.23,18.58,109.95, ,19.9
22,12.6,19.81,2.3,4.03,0.37,74.38,-3.04,-6.1,291.66,85.37,100834.48,18.57,110.09, ,19.81
23,12.59,16.72,2.12,3.1,0.27,69.32,-1.72,-2.92,292.28,76.6,100179.27,18.76,108.7, ,17.985714285714284
24,11.63,15.15,1.55,2.82,0.29,68.19,-2.67,-0.89,290.4,81.07,96481.11,18.75,108.84, ,16.614285714285714
25,10.93,14.41,1.3,2.7,0.31,68.78,-3.17,-0.57,290.25,81.08,96445.03,18.75,108.98, ,15.614285714285714
26,10.09,13.83,1.29,2.61,0.32,70.22,-3.27,-1.88,291.35,77.34,98073.91,18.75,109.12, ,14.414285714285713
27,10.03,13.97,1.34,2.64,0.33,69.75,-3.41,-3.12,291.19,78.48,98054.84,18.74,109.26, ,14.328571428571427
28,10.14,14.27,1.43,2.74,0.34,71.61,-4.0,-2.36,290.22,80.94,96305.89,18.73,109.4, ,14.485714285714288
29,10.53,14.83,1.55,2.99,0.36,73.3,-4.31,-2.63,289.18,84.55,95001.65,18.73,109.54, ,15.042857142857141
