,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,85.27,106.89,13.57,15.46,0.83,134.28,-5.78,-1.48,291.78,67.77,100255.12,18.34,109.25, ,112.83749999999999
1,89.85,115.65,13.25,20.63,0.9,141.9,-5.96,-2.65,291.87,69.13,100456.99,18.34,109.38, ,118.5625
2,92.43,119.07,13.17,19.91,0.91,146.02,-5.71,-4.0,291.5,71.94,100336.75,18.33,109.52, ,121.78750000000001
3,93.14,118.88,13.13,15.41,0.88,150.05,-5.1,-4.18,291.36,75.38,100474.65,18.33,109.66, ,122.675
4,70.87,82.93,14.49,6.73,0.65,101.84,-4.56,-0.74,292.88,61.67,101508.55,18.49,108.83, ,94.8375
5,79.38,94.4,14.92,9.6,0.74,120.86,-4.05,-1.41,292.27,65.14,100594.02,18.49,108.97, ,105.475
6,84.58,103.38,14.53,13.18,0.8,127.3,-4.29,-1.31,291.43,67.18,99319.65,18.48,109.11, ,111.975
7,89.17,111.5,14.03,16.88,0.86,132.63,-5.44,-1.39,291.11,68.6,98621.76,18.48,109.25, ,117.7125
8,92.17,116.79,13.89,18.96,0.89,137.05,-6.33,-2.49,290.35,72.03,97730.54,18.47,109.39, ,121.4625
9,95.19,120.37,13.84,19.31,0.9,137.93,-5.5,-3.39,289.71,77.19,97624.45,18.46,109.53, ,125.2375
10,94.69,119.35,13.8,16.82,0.9,138.89,-4.09,-3.02,291.04,74.4,99972.51,18.46,109.67, ,124.6125
11,90.95,113.06,13.94,12.01,0.86,138.95,-3.91,-3.6,291.88,72.28,101239.73,18.45,109.81, ,119.9375
12,85.38,102.98,13.93,8.25,0.76,124.37,-4.51,-4.51,292.03,74.13,101436.88,18.45,109.95, ,112.975
13,81.36,93.26,14.68,6.97,0.7,108.91,-3.33,-1.12,291.34,66.31,98293.78,18.62,108.84, ,107.95
14,89.2,104.32,14.81,9.53,0.77,120.11,-3.04,-1.91,290.61,69.31,98047.6,18.62,108.98, ,117.75
15,88.4,105.97,14.89,10.61,0.8,125.47,-3.37,-1.67,291.52,66.05,99344.89,18.61,109.12, ,116.75
16,90.13,109.82,14.44,11.62,0.83,126.73,-5.01,-1.69,290.94,67.14,98201.24,18.61,109.26, ,118.9125
17,92.48,113.13,14.73,12.12,0.85,131.71,-5.83,-1.46,288.82,74.89,95366.34,18.6,109.4, ,121.85000000000001
18,96.48,118.72,14.33,13.77,0.87,129.35,-4.85,-2.04,288.37,80.26,95742.04,18.6,109.54, ,126.85000000000001
19,95.14,117.58,14.47,13.67,0.87,131.32,-4.2,-2.8,290.53,74.32,98748.57,18.59,109.67, ,125.17500000000001
20,95.56,117.83,14.39,13.0,0.87,129.99,-4.29,-3.86,291.28,73.58,99844.55,18.59,109.81, ,125.7
21,93.0,112.18,14.54,10.27,0.82,123.61,-4.09,-4.27,291.19,75.44,100076.2,18.58,109.95, ,122.5
22,85.13,100.69,14.26,7.35,0.72,107.15,-4.25,-4.81,291.4,76.02,100715.74,18.57,110.09, ,112.6625
23,79.24,85.66,15.87,4.28,0.63,97.81,-1.97,-0.68,291.99,63.76,100037.29,18.76,108.7, ,105.3
24,88.51,95.78,15.66,4.67,0.68,107.62,-2.34,-0.24,289.96,70.32,96340.34,18.75,108.84, ,116.8875
25,91.83,101.07,15.61,5.45,0.72,111.51,-2.47,-1.05,289.54,71.26,96305.28,18.75,108.98, ,121.0375
