,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,42.84,53.26,8.54,12.85,0.76,84.73,-3.42,-4.23,289.66,64.12,100694.05,18.34,109.25, ,59.800000000000004
1,42.32,53.4,7.76,15.42,0.82,89.09,-4.54,-5.26,289.93,63.57,100889.63,18.34,109.38, ,59.15
2,42.97,54.38,7.58,16.05,0.83,90.88,-4.66,-6.59,289.4,67.36,100770.43,18.33,109.52, ,59.9625
3,42.99,54.05,7.96,14.66,0.79,91.18,-4.02,-6.73,289.18,71.26,100911.58,18.33,109.66, ,59.987500000000004
4,46.58,54.18,10.97,5.91,0.6,77.01,-3.58,-3.58,290.0,60.62,101988.6,18.49,108.83, ,64.475
5,44.58,53.1,10.69,7.51,0.65,81.49,-3.38,-4.25,289.38,65.79,101063.78,18.49,108.97, ,61.974999999999994
6,45.71,55.18,10.03,10.42,0.72,83.65,-3.26,-4.52,288.56,69.42,99770.04,18.48,109.11, ,63.3875
7,46.59,57.17,9.19,12.93,0.78,84.87,-3.99,-5.01,288.62,69.0,99052.74,18.48,109.25, ,64.4875
8,46.08,56.92,8.71,14.41,0.81,87.51,-4.8,-5.0,288.13,69.71,98141.05,18.47,109.39, ,63.849999999999994
9,46.93,57.93,8.63,14.85,0.81,87.9,-4.26,-6.15,287.61,73.62,98028.39,18.46,109.53, ,64.9125
10,44.47,55.14,8.9,14.27,0.79,87.38,-3.38,-6.1,288.94,71.18,100401.84,18.46,109.67, ,61.8375
11,42.49,52.42,9.3,11.87,0.74,87.02,-3.22,-7.09,289.7,69.79,101681.12,18.45,109.81, ,59.362500000000004
12,43.2,52.96,9.64,8.79,0.65,80.17,-3.37,-8.58,289.62,72.36,101878.16,18.45,109.95, ,60.25
13,48.78,57.63,10.94,6.58,0.62,76.25,-4.52,-3.22,288.29,67.76,98731.24,18.62,108.84, ,67.225
14,48.42,58.07,10.51,7.99,0.67,79.61,-4.32,-3.82,287.56,71.61,98485.01,18.62,108.98, ,66.775
15,47.14,56.82,10.48,9.17,0.71,82.39,-4.4,-4.38,288.32,70.29,99804.31,18.61,109.12, ,65.175
16,48.97,59.32,10.09,10.46,0.74,81.57,-4.96,-6.04,287.64,72.62,98643.41,18.61,109.26, ,67.4625
17,49.64,59.78,10.17,11.26,0.75,84.9,-4.63,-4.73,285.91,78.2,95758.88,18.6,109.4, ,68.3
