,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,64.52,92.77,8.78,13.6,0.74,126.32,-4.38,-3.91,289.07,48.88,100838.14,18.34,109.25, ,86.89999999999999
1,69.21,102.53,9.37,16.57,0.83,134.63,-5.57,-4.81,289.2,50.42,101028.55,18.34,109.38, ,92.76249999999999
2,68.46,101.69,9.49,16.18,0.83,137.2,-6.01,-6.38,288.89,52.77,100895.44,18.33,109.52, ,91.82499999999999
3,66.6,98.3,8.86,13.42,0.8,138.07,-5.64,-6.87,288.89,55.45,101033.55,18.33,109.66, ,89.5
4,42.89,57.15,7.62,6.48,0.5,95.25,-3.58,-2.82,289.56,44.63,102149.88,18.49,108.83, ,59.8625
5,54.39,74.46,8.17,8.13,0.6,112.68,-3.97,-4.59,289.13,47.84,101204.29,18.49,108.97, ,74.2375
6,60.16,84.87,8.58,10.33,0.67,121.61,-3.92,-4.88,288.32,50.93,99900.26,18.48,109.11, ,81.44999999999999
7,65.58,94.73,8.86,12.9,0.75,127.16,-4.55,-4.94,288.13,52.33,99179.55,18.48,109.25, ,88.225
8,67.56,99.21,9.27,14.25,0.8,132.6,-6.11,-5.09,287.49,54.44,98251.08,18.47,109.39, ,90.7
9,67.74,99.62,9.35,14.47,0.8,132.66,-6.22,-6.25,287.03,57.83,98135.37,18.46,109.53, ,90.925
10,67.05,98.3,9.0,13.15,0.79,131.28,-4.97,-5.97,288.54,55.25,100526.41,18.46,109.67, ,90.0625
11,63.11,90.85,8.52,10.39,0.73,128.74,-4.58,-6.77,289.38,53.46,101811.87,18.45,109.81, ,85.1375
12,52.82,73.37,7.71,7.52,0.61,112.61,-4.9,-8.24,289.48,55.52,102010.89,18.45,109.95, ,72.275
13,51.7,64.51,7.8,6.72,0.51,102.23,-5.39,-4.47,287.72,49.85,98856.49,18.62,108.84, ,70.875
14,61.31,79.28,8.11,8.05,0.6,113.91,-5.28,-5.15,287.17,52.63,98605.55,18.62,108.98, ,82.8875
15,62.37,84.24,8.46,8.74,0.64,119.88,-4.68,-4.93,288.07,51.89,99933.96,18.61,109.12, ,84.2125
16,63.68,88.51,8.52,9.37,0.68,120.95,-5.33,-6.3,287.4,53.88,98757.2,18.61,109.26, ,85.85
17,64.21,90.52,8.95,9.58,0.7,126.76,-5.85,-5.47,285.51,59.36,95851.66,18.6,109.4, ,86.51249999999999
18,65.51,92.94,8.83,10.24,0.72,124.69,-5.46,-5.9,285.58,60.65,96226.55,18.6,109.54, ,88.13750000000002
19,64.89,92.19,8.79,10.13,0.71,124.56,-5.13,-6.52,287.79,56.29,99278.88,18.59,109.67, ,87.3625
20,64.46,91.02,8.58,9.59,0.69,122.23,-5.0,-7.52,288.53,56.16,100390.53,18.59,109.81, ,86.82499999999999
21,59.73,82.06,8.33,7.87,0.62,114.47,-4.41,-7.88,288.51,57.18,100630.31,18.58,109.95, ,80.9125
22,49.03,63.86,7.68,6.02,0.5,99.32,-4.04,-8.8,288.78,58.05,101285.48,18.57,110.09, ,67.5375
23,38.74,41.22,7.56,4.69,0.38,82.84,-4.5,-6.75,288.02,48.78,100654.98,18.76,108.7, ,54.675000000000004
24,50.23,53.76,7.8,4.72,0.42,94.28,-4.98,-5.29,285.91,55.73,96873.89,18.75,108.84, ,69.0375
25,56.85,62.85,7.96,4.96,0.47,100.13,-4.77,-4.43,285.79,55.85,96841.84,18.75,108.98, ,77.3125
