,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,26.78,42.01,5.16,11.48,0.44,75.36,-3.65,-4.7,292.16,65.4,100693.57,18.34,109.25, ,42.01
1,29.58,48.51,5.42,15.27,0.5,77.29,-4.66,-4.99,292.22,66.19,100891.11,18.34,109.38, ,48.51
2,30.24,49.81,5.7,16.29,0.51,78.66,-4.91,-6.07,291.62,69.57,100775.22,18.33,109.52, ,49.81
3,28.6,46.33,5.71,14.53,0.48,81.03,-4.59,-5.94,291.29,73.34,100919.03,18.33,109.66, ,46.33
4,20.38,26.93,5.2,4.85,0.31,73.89,-4.14,-5.51,292.41,63.91,101973.54,18.49,108.83, ,29.114285714285714
5,22.6,30.59,5.33,6.15,0.34,77.22,-3.8,-5.67,291.75,67.76,101056.33,18.49,108.97, ,32.28571428571429
6,25.22,35.79,5.35,8.16,0.39,76.94,-3.38,-5.53,290.88,70.55,99778.1,18.48,109.11, ,36.028571428571425
7,27.9,41.45,5.36,10.58,0.43,75.58,-3.72,-5.87,290.82,69.94,99068.8,18.48,109.25, ,41.45
8,29.39,44.73,5.57,12.44,0.46,77.33,-4.41,-5.28,290.37,71.29,98163.05,18.47,109.39, ,44.73
9,30.48,46.43,5.89,13.93,0.47,77.19,-4.16,-5.93,289.77,75.22,98053.55,18.46,109.53, ,46.43
10,29.25,44.21,6.06,13.51,0.46,77.89,-3.48,-5.44,291.09,71.87,100413.11,18.46,109.67, ,44.21
11,26.69,39.29,6.13,11.12,0.42,80.7,-3.69,-5.98,291.76,70.51,101688.83,18.45,109.81, ,39.29
12,23.74,33.7,6.11,8.36,0.36,80.32,-4.2,-7.12,291.56,74.06,101893.62,18.45,109.95, ,33.91428571428571
13,22.36,28.99,5.4,4.93,0.32,75.33,-4.6,-5.47,290.34,70.68,98748.03,18.62,108.84, ,31.94285714285714
14,25.06,33.19,5.42,6.21,0.35,75.38,-3.74,-5.44,289.63,74.92,98506.86,18.62,108.98, ,35.8
15,25.71,34.48,5.57,6.87,0.37,76.93,-3.67,-4.9,290.53,72.1,99819.16,18.61,109.12, ,36.72857142857143
16,27.19,36.91,5.54,7.62,0.39,75.09,-4.29,-6.31,289.89,73.4,98667.42,18.61,109.26, ,38.84285714285715
17,28.15,38.13,5.82,8.16,0.4,78.8,-4.04,-5.17,288.19,78.64,95800.1,18.6,109.4, ,40.214285714285715
18,29.49,40.41,5.96,9.45,0.41,77.29,-3.34,-5.72,288.25,79.4,96163.17,18.6,109.54, ,42.128571428571426
19,28.23,39.13,6.22,9.78,0.41,78.77,-3.39,-6.26,290.39,72.65,99179.26,18.59,109.67, ,40.32857142857143
20,27.86,38.69,6.42,9.71,0.4,79.31,-3.64,-6.99,290.94,72.3,100284.09,18.59,109.81, ,39.8
21,26.5,35.98,6.66,8.45,0.38,80.08,-3.17,-7.08,290.65,75.04,100526.44,18.58,109.95, ,37.857142857142854
22,23.9,32.55,6.57,6.69,0.34,80.13,-3.16,-7.45,290.74,77.36,101177.52,18.57,110.09, ,34.14285714285714
23,20.87,25.41,5.86,3.65,0.3,72.54,-4.77,-5.35,290.89,68.56,100525.98,18.76,108.7, ,29.814285714285717
24,23.02,27.92,5.7,3.72,0.31,74.67,-4.47,-4.17,288.52,77.41,96798.41,18.75,108.84, ,32.885714285714286
25,24.12,29.27,5.74,3.95,0.31,75.32,-3.58,-4.67,288.28,78.35,96762.12,18.75,108.98, ,34.457142857142856
26,24.31,29.54,5.9,4.09,0.32,77.42,-4.03,-5.5,289.57,74.06,98398.1,18.75,109.12, ,34.72857142857143
27,26.26,32.17,5.9,4.59,0.33,75.18,-4.51,-6.46,289.21,76.72,98382.56,18.74,109.26, ,37.51428571428572
28,27.47,33.86,6.1,5.04,0.34,76.7,-4.13,-5.32,288.19,79.85,96620.45,18.73,109.4, ,39.24285714285714
29,28.28,34.9,6.35,5.57,0.35,77.94,-3.84,-5.71,287.43,81.87,95295.06,18.73,109.54, ,40.400000000000006
30,28.17,34.78,6.69,5.73,0.35,80.2,-3.54,-6.57,287.47,82.45,95471.77,18.72,109.68, ,40.24285714285715
31,28.49,35.53,6.89,5.95,0.35,79.37,-2.91,-7.18,287.79,83.2,96475.3,18.72,109.82, ,40.699999999999996
32,28.39,36.61,6.9,6.12,0.35,77.05,-2.18,-7.21,288.8,81.38,98428.42,18.71,109.96, ,40.55714285714286
33,26.6,34.9,7.08,5.93,0.34,79.06,-1.94,-6.91,289.85,79.06,99915.98,18.7,110.1, ,38.0
34,23.65,31.92,6.97,5.35,0.32,84.88,-2.55,-6.98,290.54,79.07,100940.06,18.7,110.24, ,33.785714285714285
35,18.25,26.06,6.13,3.38,0.28,93.54,-4.11,-8.48,291.85,78.63,101928.14,18.69,110.38, ,26.071428571428573
36,22.12,27.03,6.35,4.0,0.31,73.19,-4.07,-5.3,290.61,71.53,101201.02,18.89,108.71, ,31.6
37,22.69,27.83,6.1,3.78,0.31,75.37,-4.12,-3.53,290.05,72.56,99651.52,18.89,108.85, ,32.41428571428572
38,23.74,29.19,6.06,3.7,0.32,75.98,-5.03,-4.18,289.07,74.53,97854.24,18.88,108.99, ,33.91428571428571
39,26.25,31.94,6.1,3.86,0.32,75.95,-5.14,-5.38,287.07,82.26,95191.34,18.88,109.13, ,37.5
40,27.71,33.85,6.25,4.07,0.33,76.99,-4.13,-6.26,287.08,84.45,95738.91,18.87,109.27, ,39.58571428571428
41,28.12,34.72,6.44,4.49,0.34,77.62,-3.94,-5.74,287.81,81.91,96619.34,18.87,109.41, ,40.17142857142858
42,29.67,36.37,6.75,4.91,0.35,79.04,-4.04,-5.43,286.27,87.53,94361.52,18.86,109.55, ,42.385714285714286
43,32.15,39.68,6.96,5.76,0.36,77.06,-3.08,-5.55,285.54,91.48,93655.8,18.86,109.69, ,45.92857142857142
44,32.05,41.05,7.09,6.5,0.37,75.04,-2.0,-5.85,286.77,88.29,95733.92,18.85,109.83, ,45.78571428571428
45,30.17,40.04,7.19,6.45,0.37,76.69,-1.63,-6.41,288.17,83.62,97909.26,18.84,109.97, ,43.10000000000001
46,29.43,39.7,7.35,6.6,0.37,78.66,-1.49,-6.49,288.9,81.73,98996.39,18.84,110.11, ,42.042857142857144
47,29.13,39.84,7.67,7.36,0.37,82.78,-1.48,-6.17,289.53,81.75,99866.53,18.83,110.25, ,41.614285714285714
48,22.53,31.58,6.98,5.12,0.32,88.35,-2.74,-6.95,290.86,79.35,101419.19,18.82,110.39, ,32.18571428571429
49,23.01,28.24,6.98,4.45,0.32,74.09,-4.08,-5.58,290.67,72.13,101807.85,19.02,108.71, ,32.871428571428574
50,23.09,28.36,6.76,4.09,0.32,77.48,-4.23,-4.03,290.99,70.26,101488.3,19.02,108.85, ,32.98571428571429
51,24.15,30.01,6.54,3.95,0.33,76.56,-5.58,-4.16,289.8,72.85,99479.31,19.01,108.99, ,34.5
52,26.96,33.11,6.59,3.8,0.33,78.6,-5.59,-4.15,286.83,83.84,95370.1,19.01,109.13, ,38.51428571428572
53,30.77,37.99,6.5,4.33,0.34,74.59,-4.32,-4.9,285.49,91.09,94066.32,19.0,109.27, ,43.957142857142856
54,31.46,39.69,6.73,4.78,0.35,75.57,-3.53,-4.87,286.29,88.89,95205.12,19.0,109.41, ,44.94285714285714
55,32.89,42.28,6.9,5.59,0.37,74.71,-3.3,-4.53,286.27,89.55,95175.05,18.99,109.55, ,46.98571428571429
56,33.83,44.54,7.14,6.68,0.38,74.04,-2.8,-4.69,286.36,89.44,95303.59,18.99,109.69, ,48.32857142857143
57,33.48,44.82,7.6,7.44,0.39,76.6,-2.03,-4.94,287.14,86.99,96516.41,18.98,109.83, ,47.82857142857143
58,32.83,45.62,7.54,7.51,0.4,76.74,-1.58,-5.45,287.9,84.59,97733.92,18.98,109.97, ,46.9
59,31.79,44.89,7.62,7.7,0.4,78.88,-1.2,-5.77,288.76,81.63,99123.52,18.97,110.11, ,45.41428571428571
60,32.11,45.8,8.07,8.9,0.41,81.63,-0.87,-5.41,289.58,79.95,100378.03,18.96,110.25, ,45.87142857142857
61,26.8,38.94,7.56,6.62,0.37,87.5,-1.85,-5.69,290.74,78.23,101494.07,18.96,110.39, ,38.94
62,24.18,29.87,7.36,4.62,0.32,75.17,-4.68,-5.69,290.4,73.77,101885.66,19.16,108.72, ,34.542857142857144
63,24.47,30.32,7.29,4.41,0.33,78.2,-4.38,-4.59,290.52,72.81,101492.76,19.15,108.86, ,34.957142857142856
64,25.5,31.99,7.18,4.26,0.34,78.87,-5.42,-4.09,289.56,75.09,99900.64,19.15,109.0, ,36.42857142857142
65,28.9,36.59,6.93,4.44,0.35,75.94,-5.42,-3.71,287.31,84.0,96948.0,19.14,109.14, ,41.28571428571428
