,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,53.98,77.12,7.56,15.82,0.71,75.88,-0.77,-2.13,292.93,73.88,100315.98,18.34,109.25, ,73.725
1,56.5,84.32,8.05,22.81,0.8,76.18,-1.55,-2.42,293.12,71.71,100510.1,18.34,109.38, ,76.875
2,58.63,87.51,8.64,25.52,0.82,77.25,-2.87,-4.15,292.82,71.82,100384.39,18.33,109.52, ,79.53750000000001
3,59.82,87.49,8.86,23.53,0.8,82.29,-3.51,-4.58,292.39,75.09,100520.12,18.33,109.66, ,81.025
4,48.27,60.84,8.24,6.87,0.53,73.8,-2.45,-2.91,294.13,68.09,101572.59,18.49,108.83, ,66.5875
5,50.67,66.43,8.28,8.98,0.58,76.91,-2.83,-3.16,293.22,71.32,100664.09,18.49,108.97, ,69.5875
6,52.64,71.37,8.19,11.37,0.64,76.07,-2.14,-3.3,292.09,75.48,99395.63,18.48,109.11, ,72.05
7,56.46,79.36,8.2,15.57,0.71,72.99,-1.58,-3.88,291.99,75.17,98694.86,18.48,109.25, ,76.825
8,58.19,83.38,8.5,19.03,0.76,74.56,-1.86,-3.26,291.68,74.9,97794.3,18.47,109.39, ,78.9875
9,60.69,86.74,9.02,22.07,0.78,75.33,-2.26,-4.42,291.21,76.26,97673.2,18.46,109.53, ,82.1125
10,60.16,85.59,9.39,21.88,0.78,78.36,-2.24,-3.82,292.26,73.96,100013.04,18.46,109.67, ,81.44999999999999
11,59.16,82.22,9.79,19.1,0.75,82.39,-2.67,-4.75,292.94,71.77,101280.54,18.45,109.81, ,80.19999999999999
12,59.83,78.6,10.13,15.6,0.67,82.17,-3.44,-6.28,292.78,73.6,101480.3,18.45,109.95, ,81.0375
13,56.31,70.75,8.89,7.78,0.58,74.31,-3.14,-4.64,291.99,73.25,98368.62,18.62,108.84, ,76.6375
14,58.04,75.64,8.67,9.88,0.63,74.24,-3.0,-4.42,291.31,75.54,98122.84,18.62,108.98, ,78.8
15,57.0,75.72,8.82,10.72,0.65,75.55,-3.15,-3.84,291.81,74.38,99425.95,18.61,109.12, ,77.5
16,58.91,78.85,8.73,11.69,0.67,74.0,-3.44,-5.28,291.13,76.54,98286.53,18.61,109.26, ,79.88749999999999
17,60.46,80.8,9.13,12.77,0.69,77.25,-2.62,-4.31,289.56,81.03,95442.95,18.6,109.4, ,81.825
18,62.58,83.71,9.32,15.22,0.71,76.93,-1.44,-4.7,289.63,80.88,95794.59,18.6,109.54, ,84.475
19,61.18,82.28,9.8,16.37,0.72,79.1,-1.78,-4.96,291.69,73.75,98783.3,18.59,109.67, ,82.725
