,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,16.87,29.84,2.18,5.08,0.51,73.1,-6.43,-2.47,294.14,75.25,100622.23,18.34,109.25, ,29.84
1,18.2,33.03,2.31,6.43,0.58,74.43,-6.95,-3.88,293.96,77.59,100825.57,18.34,109.38, ,33.03
2,17.84,32.94,2.34,6.26,0.58,75.51,-6.26,-4.97,293.42,81.89,100712.34,18.33,109.52, ,32.94
3,15.99,30.98,1.93,4.37,0.5,78.82,-6.02,-5.02,293.26,85.72,100854.22,18.33,109.66, ,30.98
4,16.89,26.11,1.97,3.01,0.37,68.99,-2.32,-1.89,294.27,75.01,101897.02,18.49,108.83, ,26.11
5,16.63,26.77,1.97,3.45,0.4,69.98,-2.34,-2.22,293.96,76.46,100981.84,18.49,108.97, ,26.77
6,16.41,27.33,2.01,4.38,0.45,70.73,-3.78,-1.88,293.55,76.33,99704.88,18.48,109.11, ,27.33
7,16.94,29.03,2.09,5.11,0.49,71.86,-6.53,-2.23,293.44,75.51,99001.03,18.48,109.25, ,29.03
8,17.35,30.2,2.18,5.52,0.53,73.37,-7.52,-3.39,292.38,81.07,98116.31,18.47,109.39, ,30.2
9,17.73,31.12,2.27,5.91,0.54,72.79,-6.01,-4.38,291.51,88.02,98017.05,18.46,109.53, ,31.12
10,16.67,30.29,2.03,5.15,0.51,73.98,-4.65,-3.9,292.84,85.0,100357.03,18.46,109.67, ,30.29
11,14.22,27.13,1.62,3.02,0.42,78.74,-4.99,-4.45,293.88,82.4,101618.95,18.45,109.81, ,27.13
12,12.13,24.74,1.44,1.9,0.33,81.19,-6.22,-5.62,294.02,84.88,101819.32,18.45,109.95, ,24.74
13,16.77,25.59,1.9,2.97,0.36,68.86,-4.25,-1.75,292.68,78.29,98686.06,18.62,108.84, ,25.59
14,16.76,26.18,1.82,3.27,0.39,67.94,-3.55,-2.46,292.23,81.01,98442.55,18.62,108.98, ,26.18
15,15.77,25.19,1.8,3.3,0.4,70.08,-3.8,-2.47,293.54,74.71,99733.12,18.61,109.12, ,25.19
16,15.42,25.08,1.76,3.37,0.41,70.27,-5.92,-2.67,293.15,74.87,98589.01,18.61,109.26, ,25.08
17,15.37,25.29,1.81,3.35,0.41,73.84,-6.97,-1.93,290.94,83.85,95766.32,18.6,109.4, ,25.29
18,16.39,27.42,1.79,4.02,0.44,71.49,-5.78,-3.0,290.38,89.8,96144.83,18.6,109.54, ,27.42
19,15.6,27.25,1.77,3.95,0.43,73.17,-4.89,-3.94,292.37,84.0,99140.16,18.59,109.67, ,27.25
20,14.66,26.77,1.71,3.35,0.4,75.3,-4.94,-4.53,293.06,83.52,100233.8,18.59,109.81, ,26.77
21,13.25,25.4,1.65,2.53,0.35,78.63,-5.0,-4.86,292.98,86.57,100468.61,18.58,109.95, ,25.4
22,11.6,24.13,1.47,1.69,0.29,81.17,-5.83,-5.61,293.32,88.27,101109.51,18.57,110.09, ,24.13
23,14.88,21.53,1.95,2.28,0.28,66.13,-3.66,-1.1,294.25,71.32,100418.1,18.76,108.7, ,21.53
24,14.87,21.56,1.79,2.17,0.29,67.28,-5.25,-0.34,291.84,78.68,96736.88,18.75,108.84, ,21.56
25,15.07,22.18,1.77,2.25,0.3,67.63,-4.98,-1.19,291.34,81.6,96708.85,18.75,108.98, ,22.18
26,14.52,22.01,1.79,2.21,0.31,69.79,-5.01,-3.07,292.64,76.69,98331.84,18.75,109.12, ,22.01
27,14.47,22.53,1.75,2.33,0.32,68.62,-5.44,-3.61,292.45,78.25,98313.27,18.74,109.26, ,22.53
28,14.27,22.69,1.77,2.39,0.33,70.75,-6.17,-1.73,291.41,81.59,96569.91,18.73,109.4, ,22.69
29,14.39,23.22,1.79,2.53,0.33,72.38,-6.32,-2.27,290.26,87.05,95274.87,18.73,109.54, ,23.22
30,14.38,23.64,1.79,2.43,0.33,74.71,-5.45,-3.72,289.96,91.32,95463.52,18.72,109.68, ,23.64
31,14.47,24.59,1.75,2.34,0.31,74.98,-4.66,-4.3,290.17,94.46,96458.02,18.72,109.82, ,24.59
32,13.93,25.15,1.71,2.33,0.31,74.1,-4.33,-4.39,291.26,92.99,98388.06,18.71,109.96, ,25.15
33,12.44,24.3,1.66,1.95,0.28,77.74,-4.47,-4.52,292.3,90.92,99862.88,18.7,110.1, ,24.3
34,10.86,23.14,1.44,1.31,0.26,82.66,-5.64,-5.13,293.05,90.05,100873.02,18.7,110.24, ,23.14
35,9.59,22.48,1.19,0.76,0.24,88.82,-7.25,-6.04,294.0,88.68,101850.27,18.69,110.38, ,22.48
36,15.18,22.15,2.17,2.46,0.28,67.04,-2.81,-2.35,294.27,71.04,101066.35,18.89,108.71, ,22.15
37,14.48,21.37,1.86,2.1,0.28,67.85,-4.56,-0.51,293.86,70.76,99535.11,18.89,108.85, ,21.37
38,14.46,21.53,1.8,2.02,0.29,68.15,-6.41,-0.71,292.71,74.05,97770.53,18.88,108.99, ,21.53
