,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,22.05,35.78,2.24,5.28,0.67,73.27,-5.65,-1.47,292.42,74.0,100390.49,18.34,109.25, ,35.78
1,23.98,40.35,2.44,6.7,0.78,74.86,-5.87,-2.6,292.46,75.65,100593.62,18.34,109.38, ,40.35
2,24.05,40.2,2.52,6.42,0.76,76.68,-5.42,-3.79,291.93,79.56,100478.22,18.33,109.52, ,40.2
3,22.81,37.38,2.17,4.57,0.69,79.25,-4.88,-3.99,291.54,84.68,100619.42,18.33,109.66, ,37.38
4,21.57,29.45,1.9,3.03,0.47,73.96,-1.76,-1.41,292.94,75.22,101660.76,18.49,108.83, ,30.814285714285717
5,21.56,31.06,1.87,3.67,0.54,72.84,-2.03,-1.59,292.41,77.33,100742.17,18.49,108.97, ,31.06
6,21.59,32.74,2.03,4.87,0.61,72.34,-3.18,-1.33,291.96,76.74,99463.81,18.48,109.11, ,32.74
7,22.77,36.11,2.22,5.97,0.7,72.34,-5.28,-1.22,291.95,74.08,98763.89,18.48,109.25, ,36.11
8,23.72,38.35,2.34,6.47,0.76,72.65,-6.16,-2.17,291.03,78.04,97876.8,18.47,109.39, ,38.35
9,24.71,39.47,2.46,6.55,0.76,72.76,-4.82,-3.17,290.18,84.76,97770.38,18.46,109.53, ,39.47
10,23.87,37.82,2.2,5.35,0.73,74.06,-3.56,-3.16,291.24,83.07,100115.28,18.46,109.67, ,37.82
11,21.29,33.21,1.86,3.3,0.61,77.56,-3.94,-3.44,292.05,81.89,101381.81,18.45,109.81, ,33.21
12,18.68,28.29,1.8,2.3,0.46,80.04,-4.88,-4.45,292.18,84.58,101581.94,18.45,109.95, ,28.29
13,23.77,31.96,2.06,3.23,0.48,75.9,-1.1,-1.33,291.51,77.8,98445.88,18.62,108.84, ,33.957142857142856
14,23.89,33.41,1.82,3.6,0.55,72.81,-1.38,-1.67,291.07,79.81,98192.72,18.62,108.98, ,34.12857142857143
15,21.66,31.35,1.68,3.82,0.55,72.41,-2.22,-1.49,291.85,76.67,99490.16,18.61,109.12, ,31.35
16,21.03,30.89,1.69,3.99,0.58,71.91,-4.52,-0.94,291.66,73.66,98349.44,18.61,109.26, ,30.89
17,21.84,32.31,1.77,4.27,0.61,72.85,-5.65,-0.61,289.54,80.73,95516.64,18.6,109.4, ,32.31
18,23.79,35.15,1.81,4.87,0.65,70.8,-4.48,-1.8,288.93,87.09,95887.66,18.6,109.54, ,35.15
19,22.89,34.3,1.86,4.59,0.64,72.31,-3.72,-3.11,290.8,82.47,98892.85,18.59,109.67, ,34.3
20,22.22,33.3,1.89,3.85,0.59,73.89,-3.99,-3.81,291.47,82.6,99989.2,18.59,109.81, ,33.3
21,20.74,30.75,1.98,3.01,0.49,77.03,-4.04,-3.94,291.31,85.89,100223.47,18.58,109.95, ,30.75
22,18.48,27.54,1.94,2.28,0.37,79.61,-4.38,-4.43,291.49,87.91,100867.73,18.57,110.09, ,27.54
23,22.18,28.3,2.55,2.89,0.32,78.42,-0.35,-0.17,292.56,75.68,100182.89,18.76,108.7, ,31.685714285714283
24,22.64,28.98,2.15,2.92,0.36,75.83,-1.04,0.17,290.39,80.34,96488.0,18.75,108.84, ,32.34285714285715
25,21.62,27.97,1.8,2.96,0.39,72.02,-1.64,-0.34,290.18,81.06,96451.15,18.75,108.98, ,30.88571428571429
26,19.82,26.4,1.61,2.96,0.41,71.27,-2.38,-1.26,291.16,77.87,98082.25,18.75,109.12, ,28.314285714285713
27,19.91,26.99,1.63,3.04,0.45,70.26,-3.64,-1.35,290.98,77.18,98064.12,18.74,109.26, ,28.442857142857143
28,20.37,27.95,1.71,3.25,0.48,70.41,-5.06,-0.05,289.96,78.99,96314.23,18.73,109.4, ,29.100000000000005
29,21.22,29.29,1.81,3.56,0.5,70.78,-5.16,-0.98,288.9,83.47,95016.76,18.73,109.54, ,30.31428571428571
30,21.6,29.79,1.89,3.42,0.49,72.78,-4.35,-2.67,288.5,88.55,95204.91,18.72,109.68, ,30.85714285714286
31,22.69,31.22,1.9,3.18,0.46,71.95,-3.61,-3.26,288.62,93.08,96200.55,18.72,109.82, ,32.41428571428572
