,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,14.09,30.34,1.85,7.74,0.59,73.67,-4.81,-0.26,290.5,75.73,100310.12,18.34,109.25, ,30.34
1,16.59,39.0,2.19,11.83,0.73,73.31,-4.35,-1.26,290.75,76.32,100512.96,18.34,109.38, ,39.0
2,16.32,38.22,2.42,12.25,0.72,74.05,-3.64,-2.23,290.47,77.75,100390.47,18.33,109.52, ,38.22
3,14.28,31.4,1.93,8.5,0.62,77.88,-2.99,-2.54,290.23,80.46,100523.44,18.33,109.66, ,31.4
4,10.99,16.98,1.37,3.26,0.34,76.18,-3.9,0.29,291.0,71.72,101574.31,18.49,108.83, ,16.98
5,12.02,20.09,1.45,4.4,0.41,77.01,-3.34,0.18,290.65,74.21,100655.82,18.49,108.97, ,20.09
6,13.31,24.88,1.64,6.31,0.5,75.35,-3.8,0.78,290.11,76.29,99372.07,18.48,109.11, ,24.88
7,15.27,31.48,1.91,9.13,0.61,72.66,-4.8,0.81,289.96,77.47,98672.17,18.48,109.25, ,31.48
8,16.61,35.7,2.14,11.35,0.69,72.23,-4.85,-0.41,289.21,81.21,97781.59,18.47,109.39, ,35.7
9,16.92,35.74,2.38,12.15,0.69,72.05,-3.64,-1.7,288.81,84.38,97664.58,18.46,109.53, ,35.74
10,15.35,31.45,1.92,9.39,0.63,74.1,-2.44,-2.12,290.12,79.98,100010.88,18.46,109.67, ,31.45
11,12.78,24.55,1.28,5.43,0.51,78.01,-2.37,-2.25,290.79,77.73,101280.88,18.45,109.81, ,24.55
12,10.43,18.06,1.24,3.56,0.38,81.48,-2.89,-2.81,291.0,78.85,101480.94,18.45,109.95, ,18.06
13,11.74,17.71,1.3,3.31,0.34,75.38,-3.58,1.05,289.4,76.11,98340.52,18.62,108.84, ,17.71
14,13.13,21.13,1.29,4.38,0.41,75.1,-2.65,0.22,288.87,79.12,98091.69,18.62,108.98, ,21.13
15,13.3,22.59,1.37,5.32,0.45,75.28,-2.87,0.48,289.93,74.9,99395.21,18.61,109.12, ,22.59
16,13.76,24.2,1.44,6.23,0.49,73.29,-4.32,1.38,289.75,75.49,98249.12,18.61,109.26, ,24.2
17,14.5,25.45,1.5,6.77,0.51,74.82,-4.81,0.91,287.64,84.44,95401.35,18.6,109.4, ,25.45
18,15.83,27.72,1.48,7.77,0.54,72.46,-3.83,-0.36,287.37,88.06,95769.61,18.6,109.54, ,27.72
19,14.83,26.56,1.36,7.48,0.53,73.55,-2.94,-1.36,289.57,80.45,98786.9,18.59,109.67, ,26.56
20,13.9,24.71,1.29,6.55,0.5,75.24,-2.83,-2.04,290.43,78.58,99884.43,18.59,109.81, ,24.71
21,12.62,21.29,1.38,5.22,0.42,77.85,-2.59,-2.46,290.37,79.7,100114.98,18.58,109.95, ,21.29
22,10.77,17.27,1.4,3.58,0.32,81.42,-2.44,-2.92,290.44,80.79,100757.49,18.57,110.09, ,17.27
23,10.27,13.76,1.35,2.28,0.25,77.53,-3.04,3.29,290.81,69.91,100077.66,18.76,108.7, ,14.67142857142857
24,11.69,15.61,1.25,2.63,0.27,74.76,-3.33,2.66,288.33,78.39,96364.73,18.75,108.84, ,16.7
25,12.69,17.07,1.23,3.02,0.3,74.89,-3.09,1.48,287.81,81.35,96335.04,18.75,108.98, ,18.128571428571426
26,12.4,17.22,1.27,3.44,0.32,75.3,-2.67,0.27,289.03,76.94,97978.55,18.75,109.12, ,17.714285714285715
27,12.72,18.03,1.3,3.88,0.35,72.92,-3.06,0.83,289.22,76.41,97958.53,18.74,109.26, ,18.17142857142857
28,13.16,18.86,1.33,4.39,0.38,73.65,-4.26,1.64,288.38,79.89,96197.09,18.73,109.4, ,18.86
29,14.03,20.17,1.36,4.95,0.39,73.91,-4.38,1.1,287.22,85.64,94893.88,18.73,109.54, ,20.17
30,14.05,20.28,1.33,5.05,0.39,75.79,-3.37,-0.08,287.29,87.14,95081.28,18.72,109.68, ,20.28
31,14.11,20.49,1.3,4.9,0.37,75.4,-2.72,-0.96,287.76,86.85,96073.83,18.72,109.82, ,20.49
32,13.73,20.13,1.37,4.59,0.35,74.99,-2.2,-1.47,288.78,84.54,98010.57,18.71,109.96, ,20.13
33,12.39,18.52,1.48,4.13,0.31,77.28,-1.9,-1.96,289.74,82.36,99492.77,18.7,110.1, ,18.52
34,10.48,15.79,1.4,3.45,0.27,83.4,-1.88,-2.29,290.42,81.13,100511.67,18.7,110.24, ,15.79
35,6.58,10.72,1.01,1.47,0.22,94.76,-2.61,-2.06,291.86,80.34,101497.79,18.69,110.38, ,10.72
36,10.61,14.12,1.34,2.44,0.25,75.3,-1.75,2.92,290.83,68.7,100724.2,18.89,108.71, ,15.157142857142855
37,11.01,14.76,1.23,2.57,0.26,74.13,-2.31,2.63,290.31,70.77,99181.91,18.89,108.85, ,15.728571428571428
