,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,34.67,45.5,3.62,5.43,0.71,72.73,-2.11,-1.69,292.93,69.21,100466.45,18.34,109.25, ,49.52857142857143
1,40.07,54.48,4.79,7.62,0.86,71.22,-3.67,-2.58,293.09,66.33,100661.03,18.34,109.38, ,57.24285714285714
2,38.56,52.16,5.07,7.64,0.83,71.19,-4.04,-3.61,292.7,68.23,100536.17,18.33,109.52, ,55.085714285714296
3,34.33,45.6,3.75,5.58,0.74,74.76,-3.96,-3.88,292.16,73.65,100673.04,18.33,109.66, ,49.04285714285714
4,27.33,32.42,2.33,2.82,0.5,77.93,-0.08,-2.2,292.98,69.51,101739.59,18.49,108.83, ,39.04285714285714
5,32.44,38.96,2.47,3.43,0.61,76.45,-0.61,-1.85,292.46,71.08,100820.73,18.49,108.97, ,46.34285714285714
6,33.9,42.08,2.58,4.33,0.65,74.35,-1.16,-1.35,291.89,73.71,99541.2,18.48,109.11, ,48.42857142857142
7,35.41,45.37,3.31,5.96,0.74,71.74,-2.66,-1.24,292.33,68.95,98839.18,18.48,109.25, ,50.585714285714275
8,36.83,48.03,3.76,6.79,0.79,70.72,-4.16,-2.26,291.84,67.84,97945.31,18.47,109.39, ,52.614285714285714
9,36.37,47.39,4.03,7.04,0.78,69.79,-3.8,-3.31,291.25,70.93,97826.24,18.46,109.53, ,51.957142857142856
10,34.2,44.23,3.24,5.77,0.73,71.32,-2.99,-3.26,292.23,70.11,100162.84,18.46,109.67, ,48.85714285714286
11,29.76,38.04,2.39,4.0,0.61,74.59,-3.37,-3.65,292.72,70.98,101430.35,18.45,109.81, ,42.51428571428571
12,23.64,29.85,2.19,3.03,0.48,76.84,-3.93,-4.9,292.56,75.6,101632.2,18.45,109.95, ,33.77142857142857
13,29.41,33.23,2.38,2.91,0.49,78.35,-0.25,-1.65,291.59,72.04,98520.31,18.62,108.84, ,42.01428571428571
14,33.6,38.02,2.34,3.4,0.58,75.13,-0.63,-1.91,291.27,72.79,98263.39,18.62,108.98, ,48.00000000000001
15,31.58,36.34,2.09,3.69,0.57,73.64,-1.23,-1.56,291.92,72.43,99560.3,18.61,109.12, ,45.114285714285714
16,28.13,32.36,1.83,3.9,0.55,72.19,-2.83,-0.65,291.98,68.64,98421.28,18.61,109.26, ,40.18571428571428
17,28.46,33.2,1.87,4.26,0.57,72.62,-4.18,-0.97,290.31,70.49,95584.27,18.6,109.4, ,40.65714285714286
18,30.28,35.78,1.97,4.89,0.62,70.55,-3.86,-2.2,290.03,72.67,95944.15,18.6,109.54, ,43.25714285714286
19,29.79,35.53,2.05,4.67,0.61,71.43,-3.36,-3.48,291.92,68.93,98938.79,18.59,109.67, ,42.55714285714286
20,28.7,34.46,2.14,4.05,0.57,72.75,-3.58,-4.22,292.36,70.71,100035.09,18.59,109.81, ,41.0
