,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,40.03,44.07,5.24,8.08,0.69,65.92,-4.4,-0.61,292.85,61.34,100383.09,18.34,109.25, ,56.2875
1,45.58,52.22,6.6,10.83,0.83,63.98,-4.81,-1.82,293.05,62.64,100579.51,18.34,109.38, ,63.224999999999994
2,44.56,51.07,7.27,10.83,0.81,64.48,-4.42,-3.01,292.6,65.99,100457.98,18.33,109.52, ,61.95
3,41.58,46.32,6.02,8.12,0.74,69.55,-3.9,-3.09,292.15,71.97,100594.29,18.33,109.66, ,58.224999999999994
4,28.76,29.58,2.48,3.63,0.44,72.72,-1.84,-1.17,293.31,60.29,101657.55,18.49,108.83, ,42.2
5,34.4,34.68,2.87,4.57,0.52,72.08,-1.82,-1.08,292.78,62.53,100739.45,18.49,108.97, ,49.25
6,36.86,38.54,3.65,6.23,0.59,68.85,-2.48,-0.28,292.34,62.64,99459.53,18.48,109.11, ,52.325
7,41.88,44.8,4.61,8.33,0.7,65.36,-4.4,-0.32,292.68,59.13,98755.26,18.48,109.25, ,58.6
8,43.98,48.34,5.32,9.5,0.76,64.25,-5.39,-1.52,291.9,62.12,97865.57,18.47,109.39, ,61.224999999999994
9,44.35,49.02,5.9,9.9,0.77,63.74,-4.23,-2.7,291.16,67.64,97752.12,18.46,109.53, ,61.6875
10,42.95,47.02,5.03,8.08,0.72,66.53,-3.02,-2.48,292.21,67.82,100086.52,18.46,109.67, ,59.9375
11,38.4,41.5,3.89,5.48,0.62,70.94,-3.24,-2.7,292.8,69.01,101348.86,18.45,109.81, ,54.25
12,31.19,33.63,3.38,3.75,0.47,75.98,-3.92,-3.68,292.71,75.15,101548.3,18.45,109.95, ,45.237500000000004
13,32.48,30.62,2.43,3.57,0.43,72.14,-2.15,-1.02,292.06,60.83,98442.71,18.62,108.84, ,46.849999999999994
14,38.33,35.36,2.59,4.25,0.51,70.52,-1.73,-1.4,291.61,61.73,98188.62,18.62,108.98, ,54.162499999999994
15,38.22,35.96,2.79,4.74,0.52,69.77,-1.47,-1.01,292.41,59.57,99482.4,18.61,109.12, ,54.025
16,36.33,35.1,2.82,5.23,0.53,67.22,-3.22,-0.42,292.51,56.68,98339.98,18.61,109.26, ,51.6625
17,37.31,36.52,2.99,5.62,0.56,68.23,-4.94,-0.44,290.62,61.92,95507.27,18.6,109.4, ,52.8875
18,40.34,40.02,3.15,6.32,0.61,66.48,-4.38,-1.27,290.07,67.19,95872.62,18.6,109.54, ,56.675000000000004
19,40.51,40.4,3.23,6.09,0.61,67.69,-3.5,-2.16,292.05,64.9,98865.52,18.59,109.67, ,56.887499999999996
20,39.49,39.61,3.3,5.42,0.58,69.17,-3.57,-3.15,292.64,66.98,99956.22,18.59,109.81, ,55.612500000000004
