,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,72.87,93.26,12.12,21.9,0.78,104.54,-2.42,-1.76,290.73,55.32,100454.78,18.34,109.25, ,97.3375
1,79.88,105.38,12.36,28.7,0.88,110.01,-3.47,-2.67,290.88,56.27,100651.8,18.34,109.38, ,106.1
2,82.16,108.69,12.73,30.81,0.9,113.58,-4.01,-3.83,290.4,59.73,100526.19,18.33,109.52, ,108.94999999999999
3,81.41,106.62,13.04,30.0,0.88,119.19,-3.99,-4.11,290.15,64.18,100660.14,18.33,109.66, ,108.0125
4,57.71,67.39,12.14,9.53,0.55,85.49,-1.92,-2.32,291.12,51.68,101732.43,18.49,108.83, ,78.3875
5,66.06,78.27,12.33,12.74,0.64,95.37,-1.47,-2.08,290.59,54.61,100809.46,18.49,108.97, ,88.825
6,71.49,87.46,12.19,15.77,0.71,99.63,-1.1,-1.58,289.87,56.76,99522.0,18.48,109.11, ,95.6125
7,76.46,96.47,12.14,20.45,0.79,101.87,-1.82,-1.84,290.13,56.48,98812.37,18.48,109.25, ,101.82499999999999
8,80.68,104.18,12.73,26.67,0.86,105.59,-3.16,-2.5,289.77,57.14,97909.31,18.47,109.39, ,107.10000000000001
9,83.88,108.28,13.27,29.32,0.89,107.92,-3.37,-3.45,289.01,62.27,97790.41,18.46,109.53, ,111.1
10,83.99,108.03,13.67,30.02,0.89,110.76,-2.91,-3.02,289.98,62.55,100148.74,18.46,109.67, ,111.23749999999998
11,80.24,101.81,14.1,28.16,0.86,111.76,-3.02,-4.17,290.63,61.94,101424.36,18.45,109.81, ,106.54999999999998
12,74.87,91.84,14.59,22.88,0.75,103.32,-3.49,-5.39,290.65,64.72,101623.23,18.45,109.95, ,99.8375
13,67.51,76.93,12.15,11.17,0.58,87.11,-1.7,-1.71,289.89,55.84,98488.23,18.62,108.84, ,90.6375
14,75.62,87.69,12.1,13.92,0.66,92.59,-1.31,-1.6,289.13,57.95,98235.2,18.62,108.98, ,100.775
15,75.65,89.75,12.33,15.5,0.71,95.55,-1.19,-1.35,289.77,57.44,99542.85,18.61,109.12, ,100.8125
16,77.22,93.11,12.14,17.09,0.75,95.39,-1.88,-1.96,289.43,57.58,98393.72,18.61,109.26, ,102.77499999999999
17,79.74,97.66,13.03,20.88,0.79,99.5,-2.45,-1.71,288.1,60.38,95531.64,18.6,109.4, ,105.92499999999998
18,84.12,103.75,13.47,24.79,0.83,101.05,-2.61,-2.65,287.87,63.34,95891.59,18.6,109.54, ,111.4
19,83.79,103.78,14.01,26.63,0.86,103.09,-2.82,-3.52,289.7,60.8,98910.45,18.59,109.67, ,110.98750000000001
20,85.83,106.21,14.49,28.15,0.88,103.79,-3.24,-5.0,290.22,62.7,100014.91,18.59,109.81, ,113.5375
21,84.35,102.07,15.19,27.14,0.85,100.5,-3.08,-5.39,289.96,66.14,100250.38,18.58,109.95, ,111.6875
22,77.0,91.57,15.48,22.44,0.75,90.33,-2.98,-6.12,290.02,67.36,100896.0,18.57,110.09, ,102.5
23,58.75,63.8,12.91,8.24,0.47,76.92,-1.81,-2.44,290.2,56.04,100245.63,18.76,108.7, ,79.6875
24,68.8,74.01,12.54,10.08,0.53,82.71,-1.63,-0.71,288.64,58.75,96513.48,18.75,108.84, ,92.25
25,73.02,79.23,12.39,11.68,0.58,84.64,-1.56,-0.75,288.43,57.78,96472.98,18.75,108.98, ,97.52499999999999
26,72.89,81.39,12.52,13.28,0.63,86.77,-1.9,-1.79,289.46,56.31,98110.89,18.75,109.12, ,97.36250000000001
27,76.83,87.73,12.48,15.02,0.69,86.88,-2.08,-2.5,288.9,60.82,98095.62,18.74,109.26, ,102.2875
28,80.0,93.07,13.19,17.81,0.74,89.34,-2.22,-1.95,288.18,62.5,96333.8,18.73,109.4, ,106.25
29,82.92,97.6,14.21,21.55,0.79,92.42,-2.96,-2.88,287.66,63.14,95014.87,18.73,109.54, ,109.9
30,83.95,99.04,14.89,23.21,0.82,94.51,-3.28,-4.58,287.43,65.91,95195.05,18.72,109.68, ,111.1875
31,88.67,104.71,15.26,25.45,0.85,93.09,-2.73,-5.37,287.29,71.12,96198.5,18.72,109.82, ,117.0875
32,92.46,110.01,15.26,28.1,0.88,88.74,-2.26,-5.31,288.27,71.13,98146.19,18.71,109.96, ,121.82499999999999
33,86.99,102.79,15.88,27.45,0.85,85.89,-2.24,-5.47,289.31,69.74,99632.0,18.7,110.1, ,114.9875
34,79.98,93.83,16.72,27.04,0.8,83.35,-2.06,-5.98,289.84,69.01,100652.03,18.7,110.24, ,106.225
35,61.09,72.33,16.38,16.83,0.61,85.3,-1.99,-6.93,291.09,71.57,101639.19,18.69,110.38, ,82.61250000000001
36,59.49,63.93,13.65,8.7,0.47,76.64,-1.59,-3.23,289.87,60.08,100897.95,18.89,108.71, ,80.61250000000001
37,66.08,69.64,13.39,9.92,0.5,81.87,-1.21,-1.2,289.71,58.59,99343.77,18.89,108.85, ,88.85
38,69.44,72.82,12.89,10.83,0.53,80.46,-2.51,-0.7,289.37,56.1,97547.41,18.88,108.99, ,93.05
39,72.82,77.89,12.4,12.41,0.59,79.52,-3.42,-1.58,287.88,58.38,94898.48,18.88,109.13, ,97.27499999999999
40,76.82,84.61,12.76,14.86,0.65,81.48,-2.89,-2.94,287.36,64.75,95445.66,18.87,109.27, ,102.27499999999999
41,80.21,90.78,13.78,18.43,0.73,84.4,-3.22,-3.13,287.85,65.4,96323.86,18.87,109.41, ,106.51249999999999
42,82.24,94.11,14.55,21.01,0.78,86.46,-3.98,-3.19,286.59,68.42,94071.72,18.86,109.55, ,109.04999999999998
43,86.96,100.38,14.78,24.24,0.83,85.02,-3.21,-3.6,285.42,76.05,93374.8,18.86,109.69, ,114.95
44,92.77,109.76,15.07,28.33,0.88,82.8,-1.85,-3.89,286.29,77.33,95449.6,18.85,109.83, ,122.21249999999999
45,94.08,112.15,15.53,31.84,0.92,81.89,-1.71,-4.44,287.72,73.43,97619.8,18.84,109.97, ,123.85
46,92.39,110.85,16.06,33.51,0.93,81.19,-1.96,-4.8,288.4,72.37,98706.05,18.84,110.11, ,121.7375
47,91.73,110.41,17.17,37.91,0.96,80.45,-1.53,-5.12,289.01,72.31,99574.38,18.83,110.25, ,120.9125
48,76.67,92.22,17.29,29.57,0.8,77.63,-1.17,-5.69,289.65,70.89,101126.84,18.82,110.39, ,102.0875
49,57.09,61.32,14.49,8.61,0.46,74.46,-2.3,-3.95,290.1,59.97,101488.28,19.02,108.71, ,77.61250000000001
50,61.56,64.86,14.31,9.71,0.49,79.68,-1.87,-2.62,290.64,58.17,101165.77,19.02,108.85, ,83.2
51,65.78,69.07,13.67,10.84,0.52,78.26,-3.22,-1.47,290.07,56.33,99156.68,19.01,108.99, ,88.475
52,71.34,75.77,13.43,12.93,0.58,78.14,-4.88,-0.8,287.64,62.12,95059.65,19.01,109.13, ,95.42500000000001
53,79.94,87.74,13.06,16.81,0.68,75.15,-4.7,-1.81,285.79,72.14,93768.24,19.0,109.27, ,106.175
54,83.87,95.43,13.73,20.77,0.76,77.07,-4.2,-2.26,286.11,74.98,94905.47,19.0,109.41, ,111.0875
55,87.72,102.52,14.22,24.36,0.82,77.87,-3.99,-1.88,285.93,77.05,94876.61,18.99,109.55, ,115.9
56,91.0,108.59,14.82,27.92,0.87,78.65,-2.82,-1.91,285.92,78.16,95008.77,18.99,109.69, ,120.0
57,93.24,113.26,15.96,32.54,0.93,80.29,-1.87,-2.61,286.71,76.34,96219.66,18.98,109.83, ,122.8
58,96.15,118.86,16.09,37.26,0.98,78.26,-1.66,-3.37,287.49,74.82,97435.43,18.98,109.97, ,126.4375
59,94.93,119.45,16.56,40.14,1.01,77.47,-1.43,-3.84,288.33,72.93,98824.0,18.97,110.11, ,124.91250000000001
60,93.83,119.83,17.59,45.22,1.05,76.96,-0.95,-4.02,288.99,71.72,100078.88,18.96,110.25, ,123.5375
61,81.2,105.02,17.68,37.63,0.92,75.95,-0.83,-4.49,289.69,71.33,101196.26,18.96,110.39, ,107.75
62,56.08,60.24,14.99,8.17,0.45,73.51,-3.52,-3.93,289.95,61.66,101555.52,19.16,108.72, ,76.35
63,59.46,63.16,15.06,9.62,0.48,77.45,-3.49,-3.28,290.46,60.39,101160.61,19.15,108.86, ,80.575
64,63.09,67.55,14.84,11.58,0.53,77.2,-5.0,-2.2,289.86,59.92,99569.04,19.15,109.0, ,85.11250000000001
65,70.69,76.59,14.38,14.97,0.61,75.26,-5.93,-0.91,287.78,66.3,96621.52,19.14,109.14, ,94.6125
66,76.14,84.56,14.9,19.39,0.71,76.6,-4.62,-0.16,286.61,72.04,95522.91,19.14,109.28, ,101.425
67,82.41,95.93,15.22,24.38,0.8,76.79,-3.4,-0.24,286.9,73.41,96503.09,19.13,109.42, ,109.26249999999999
68,87.62,105.57,15.48,28.77,0.88,76.54,-3.28,-0.56,287.11,73.63,96938.05,19.13,109.56, ,115.775
69,93.2,115.03,15.55,33.15,0.94,75.05,-2.82,-0.94,287.03,74.66,96968.31,19.12,109.7, ,122.75
70,96.74,121.87,16.28,38.5,1.0,75.43,-1.94,-1.45,287.52,74.11,97716.55,19.11,109.84, ,127.175
71,98.84,127.4,17.06,44.21,1.05,75.58,-1.53,-2.16,288.02,73.45,98372.75,19.11,109.98, ,129.8
72,98.31,129.21,17.42,47.12,1.1,75.02,-1.19,-2.96,288.68,71.94,99445.72,19.1,110.12, ,129.1375
73,95.0,127.35,18.13,50.39,1.12,75.2,-0.92,-3.45,289.55,69.86,100910.61,19.1,110.26, ,125.0
74,85.34,116.45,17.67,43.37,1.03,74.41,-0.96,-4.03,289.91,69.56,101630.42,19.09,110.4, ,112.92500000000001
75,61.48,82.72,17.7,22.19,0.74,78.44,-1.54,-4.64,290.25,70.31,101859.77,19.08,110.54, ,83.1
76,57.1,62.06,15.11,7.84,0.45,72.76,-4.05,-3.5,289.67,64.86,101652.17,19.29,108.72, ,77.625
77,61.62,66.4,15.38,10.7,0.5,73.51,-3.96,-3.09,289.98,63.08,101393.3,19.28,108.86, ,83.275
78,64.57,70.64,15.83,14.63,0.57,75.17,-4.61,-2.16,289.61,63.07,100197.4,19.28,109.0, ,86.96249999999999
79,70.96,79.2,15.76,19.63,0.67,74.73,-4.86,-0.92,288.38,66.68,98418.1,19.27,109.14, ,94.94999999999999
80,77.21,89.68,15.79,24.93,0.78,74.23,-4.07,0.27,287.96,69.44,98159.96,19.27,109.28, ,102.76249999999999
81,83.54,101.46,16.13,30.5,0.87,74.09,-3.27,0.06,288.07,70.44,98586.95,19.26,109.43, ,110.67500000000001
82,89.32,112.54,16.56,35.37,0.95,74.14,-2.85,-0.38,288.05,71.25,98549.18,19.26,109.57, ,117.89999999999999
83,94.35,121.55,17.12,40.6,1.01,74.28,-2.21,-0.48,288.2,71.5,98846.52,19.25,109.71, ,124.1875
84,99.86,130.98,17.94,47.51,1.08,74.33,-1.57,-0.95,288.47,71.48,99462.46,19.25,109.85, ,131.075
85,102.92,137.08,18.47,53.04,1.15,73.32,-1.43,-1.69,288.54,72.21,99576.62,19.24,109.99, ,134.89999999999998
86,103.69,140.28,18.49,54.63,1.19,72.71,-1.38,-2.59,288.76,71.85,99684.29,19.23,110.13, ,135.8625
87,100.25,138.06,18.3,54.34,1.2,72.94,-1.27,-3.21,289.36,70.19,100524.21,19.23,110.27, ,131.5625
88,89.86,126.79,17.9,47.18,1.14,74.37,-1.45,-3.78,289.99,68.78,101476.62,19.22,110.41, ,118.575
89,68.42,95.58,17.6,27.62,0.86,76.39,-2.1,-4.48,290.53,69.03,101843.51,19.21,110.55, ,91.775
90,62.8,69.21,15.78,12.17,0.51,70.98,-4.46,-2.7,289.47,65.6,101476.38,19.42,108.87, ,84.75
91,68.11,76.24,16.32,19.57,0.63,71.69,-4.27,-1.78,289.56,65.8,101030.7,19.41,109.01, ,91.3875
92,74.7,86.4,16.31,27.14,0.76,71.37,-4.11,-0.72,289.25,66.05,100535.35,19.41,109.15, ,99.625
93,81.2,98.44,16.4,33.28,0.87,70.91,-3.86,0.11,288.93,67.2,100028.6,19.4,109.29, ,107.75
94,89.74,113.72,16.65,39.3,0.97,70.32,-3.46,-0.25,288.53,69.1,99562.86,19.4,109.43, ,118.425
95,96.77,126.43,16.76,43.42,1.04,69.51,-2.8,-0.55,288.45,70.13,99641.12,19.39,109.57, ,127.21249999999999
96,100.5,133.5,17.65,48.28,1.11,70.95,-2.29,-0.72,288.63,70.54,100035.94,19.38,109.71, ,131.875
97,105.83,142.05,18.19,54.07,1.18,70.12,-2.01,-1.2,288.55,71.32,100066.19,19.38,109.85, ,138.53750000000002
98,110.07,149.09,19.27,62.39,1.25,69.12,-1.81,-1.72,288.64,71.71,100018.9,19.37,109.99, ,143.83749999999998
99,112.35,153.72,18.95,63.51,1.31,67.65,-1.56,-2.44,288.78,71.72,100118.55,19.37,110.13, ,146.6875
100,104.56,145.89,18.08,56.11,1.27,70.17,-1.39,-2.9,289.2,70.83,100438.31,19.36,110.27, ,136.95
101,93.83,133.66,17.85,48.24,1.2,72.44,-1.67,-3.39,289.68,69.25,100946.03,19.35,110.41, ,123.5375
102,76.12,108.63,18.01,34.1,0.99,74.54,-2.18,-4.25,290.22,68.13,101369.78,19.35,110.55, ,101.4
103,65.69,74.6,15.4,15.73,0.59,69.66,-4.43,-1.78,289.21,67.14,101465.05,19.54,109.01, ,88.3625
104,74.77,89.19,15.89,27.18,0.77,68.48,-3.97,-1.15,289.38,67.26,101290.89,19.54,109.16, ,99.71249999999999
105,83.31,105.41,16.68,37.38,0.93,68.2,-3.68,-0.49,289.39,66.4,101043.49,19.53,109.3, ,110.3875
106,93.63,123.48,17.05,45.05,1.06,67.75,-3.51,-0.65,289.13,67.81,100590.26,19.53,109.44, ,123.2875
107,101.47,136.16,17.42,49.89,1.15,66.32,-3.16,-1.01,288.82,69.1,100253.84,19.52,109.58, ,133.0875
108,104.21,141.37,17.95,52.65,1.21,67.71,-2.6,-1.27,288.78,70.08,100257.84,19.52,109.72, ,136.5125
109,108.23,147.66,18.65,58.51,1.27,67.67,-2.17,-1.48,288.79,70.77,100469.05,19.51,109.86, ,141.53750000000002
110,114.3,156.55,20.25,69.99,1.35,65.98,-1.89,-1.78,288.85,71.25,100545.05,19.51,110.0, ,149.125
111,114.98,158.91,20.21,69.8,1.38,65.89,-1.68,-2.22,289.0,71.17,100638.5,19.5,110.14, ,149.97500000000002
112,108.46,152.31,17.79,58.12,1.33,66.88,-1.68,-2.72,289.17,70.82,100874.91,19.49,110.28, ,141.825
113,98.54,140.79,17.82,50.06,1.25,69.89,-1.98,-3.25,289.57,69.35,100793.81,19.49,110.42, ,129.425
114,84.73,122.39,18.0,40.46,1.12,71.58,-2.04,-3.85,289.86,68.41,100899.51,19.48,110.56, ,112.16250000000001
115,70.77,100.86,19.2,30.6,0.91,73.52,-2.18,-4.41,290.32,68.07,101556.98,19.47,110.7, ,94.71249999999999
116,78.12,102.62,15.89,32.93,0.93,66.07,-4.05,-1.09,289.59,65.0,101604.09,19.67,109.3, ,103.9
117,88.59,121.74,16.49,43.8,1.12,65.45,-3.93,-1.25,289.58,66.51,101184.41,19.66,109.44, ,116.9875
118,96.17,133.84,17.26,50.47,1.22,64.31,-3.65,-1.49,289.17,67.7,100607.72,19.66,109.58, ,126.4625
119,100.48,140.81,17.42,53.49,1.28,64.37,-3.16,-1.77,289.02,69.29,100497.27,19.65,109.72, ,131.85
120,105.04,147.75,18.28,60.74,1.34,64.16,-2.66,-1.84,289.09,69.8,100718.88,19.64,109.87, ,137.55
121,111.42,157.19,20.05,74.71,1.42,62.69,-2.3,-2.03,289.11,70.48,100883.45,19.64,110.01, ,145.525
122,111.61,159.09,20.07,74.75,1.44,62.98,-1.99,-2.25,289.22,70.6,101032.75,19.63,110.15, ,145.7625
123,105.62,152.78,17.96,61.52,1.36,65.29,-2.18,-2.59,289.44,69.78,101189.27,19.62,110.29, ,138.275
124,97.75,143.03,17.4,52.55,1.29,66.96,-2.58,-3.3,289.72,68.35,101071.79,19.62,110.43, ,128.4375
125,88.29,132.05,17.59,44.7,1.2,69.31,-2.54,-3.72,289.98,67.64,101035.7,19.61,110.57, ,116.61250000000001
126,78.22,117.62,19.14,40.55,1.1,71.2,-2.45,-4.04,290.49,67.13,101501.02,19.6,110.71, ,104.025
127,65.99,98.95,19.51,31.4,0.91,72.11,-3.05,-5.1,291.13,66.17,101831.41,19.6,110.85, ,88.73749999999998
128,64.4,83.72,16.01,19.41,0.74,69.77,-3.93,-1.81,289.94,65.2,101828.91,19.8,109.31, ,86.75
129,74.32,102.29,16.57,31.56,0.98,68.88,-3.71,-1.97,290.05,65.5,101460.61,19.79,109.45, ,99.14999999999999
130,82.21,116.21,17.47,41.73,1.13,67.91,-3.46,-1.76,289.66,66.42,100946.89,19.79,109.59, ,109.01249999999999
131,87.84,125.82,17.49,48.12,1.23,66.73,-3.15,-2.06,289.52,67.83,100853.82,19.78,109.73, ,116.05000000000001
132,92.33,133.26,18.48,56.3,1.29,66.36,-2.77,-2.1,289.59,68.45,101025.77,19.78,109.87, ,121.6625
133,98.1,143.03,20.04,70.78,1.37,64.48,-2.5,-2.27,289.59,69.17,101181.44,19.77,110.01, ,128.875
134,99.75,147.39,20.16,73.26,1.4,64.17,-2.39,-2.5,289.59,69.41,101258.41,19.76,110.15, ,130.9375
135,96.31,144.31,18.71,62.96,1.36,66.0,-2.66,-2.76,289.81,68.28,101264.92,19.76,110.29, ,126.6375
136,89.45,135.9,17.92,52.35,1.27,67.73,-2.97,-3.24,290.05,67.13,101277.88,19.75,110.44, ,118.0625
137,81.0,125.09,17.72,42.2,1.18,69.65,-2.92,-3.53,290.19,66.67,101314.21,19.74,110.58, ,107.5
138,75.84,118.88,18.93,41.24,1.15,71.1,-2.98,-4.03,290.59,65.87,101522.35,19.74,110.72, ,101.05000000000001
139,67.18,104.79,19.43,35.18,1.01,72.1,-3.48,-4.86,291.18,65.69,101711.52,19.73,110.86, ,90.22500000000001
140,54.25,80.45,20.12,23.14,0.75,77.2,-3.94,-5.42,291.79,65.63,101808.51,19.72,111.0, ,74.0625
141,65.8,90.18,17.31,26.22,0.88,70.22,-4.01,-2.17,290.14,65.37,101545.14,19.92,109.6, ,88.5
142,70.62,99.47,17.94,33.55,1.0,71.13,-3.54,-2.37,290.16,66.31,101455.7,19.92,109.74, ,94.525
143,74.54,107.04,19.22,42.64,1.09,71.78,-3.04,-2.47,290.23,66.79,101576.66,19.91,109.88, ,99.42500000000001
144,80.91,118.83,20.55,59.42,1.22,69.55,-2.77,-2.65,290.18,67.78,101586.7,19.9,110.02, ,107.38749999999999
145,84.83,128.52,21.15,69.18,1.33,67.98,-2.8,-2.79,289.99,68.33,101341.73,19.9,110.16, ,112.2875
146,83.14,130.24,20.4,63.8,1.33,69.38,-3.05,-3.04,290.18,67.43,101254.19,19.89,110.3, ,110.175
147,78.0,123.05,19.21,50.91,1.22,71.13,-3.24,-3.28,290.49,65.95,101461.77,19.88,110.44, ,103.75
148,71.67,114.21,18.3,37.33,1.13,73.08,-3.37,-3.67,290.71,65.2,101598.07,19.88,110.58, ,95.8375
149,69.15,110.86,18.55,35.77,1.08,71.14,-3.58,-4.07,290.71,64.9,101598.63,19.87,110.73, ,92.6875
150,61.72,97.0,19.56,30.72,0.94,72.87,-3.8,-4.67,291.1,64.96,101671.96,19.86,110.87, ,83.4
151,76.22,114.47,20.84,58.54,1.23,69.67,-3.56,-2.96,290.38,67.85,101748.55,20.03,110.17, ,101.525
152,76.88,120.96,21.56,61.67,1.27,70.77,-3.74,-3.27,290.63,66.69,101669.57,20.02,110.31, ,102.35
153,69.91,110.08,19.99,46.21,1.14,74.08,-4.17,-3.51,291.0,64.48,101791.94,20.02,110.45, ,93.63749999999999
154,60.52,93.18,19.25,27.69,0.91,74.52,-4.08,-4.25,291.05,63.75,101790.48,20.0,110.73, ,81.9
155,73.08,95.83,18.99,39.69,1.12,70.05,-3.25,-2.72,289.65,61.87,101824.48,20.3,110.04, ,97.6
156,72.67,102.61,19.74,46.43,1.24,74.08,-3.32,-2.86,289.71,63.28,101569.7,20.3,110.18, ,97.0875
157,68.9,100.74,20.49,43.84,1.16,76.74,-3.68,-3.23,290.11,63.05,101594.58,20.29,110.32, ,92.375
158,75.04,95.67,19.51,40.76,1.22,74.65,-3.24,-3.22,289.55,63.96,101366.25,20.43,110.05, ,100.05000000000001
159,72.12,98.47,19.15,37.47,1.23,79.1,-3.38,-2.99,289.43,65.28,100814.31,20.43,110.19, ,96.4
160,67.2,95.07,19.14,30.88,1.12,81.9,-3.66,-2.89,289.77,63.43,101001.99,20.42,110.33, ,90.25
161,60.64,86.08,19.61,23.44,0.92,82.8,-3.95,-3.34,290.45,61.73,101705.81,20.41,110.47, ,82.05
162,77.5,92.74,20.58,38.0,1.17,73.91,-3.55,-2.92,288.94,60.09,101409.81,20.57,109.91, ,103.125
163,77.55,96.68,21.1,43.4,1.29,79.28,-3.32,-3.14,288.91,63.85,100815.8,20.57,110.05, ,103.1875
164,71.12,93.96,20.51,33.81,1.17,83.5,-3.29,-2.99,289.02,65.85,100515.16,20.56,110.2, ,95.15
165,64.13,87.58,20.17,25.12,1.01,87.25,-3.77,-2.83,289.99,62.94,101072.91,20.55,110.34, ,86.4125
166,57.23,77.67,20.34,18.69,0.81,86.9,-4.26,-3.07,290.67,60.45,101787.12,20.55,110.48, ,77.7875
167,79.09,91.32,20.96,33.47,1.1,71.84,-3.89,-2.6,288.53,53.08,101841.04,20.71,109.78, ,105.11250000000001
168,82.09,97.26,22.52,44.91,1.34,80.28,-3.48,-2.77,288.76,60.09,101457.83,20.71,109.92, ,108.86250000000001
169,79.23,97.08,23.3,46.9,1.36,84.95,-3.18,-2.77,288.86,62.28,101145.51,20.7,110.06, ,105.2875
