,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,64.03,87.93,8.61,30.65,0.84,98.21,-3.29,-0.41,291.67,74.34,100193.59,18.34,109.25, ,86.2875
1,68.96,97.42,8.18,42.53,0.95,99.26,-3.33,-1.29,291.95,74.87,100391.77,18.34,109.38, ,92.44999999999999
2,70.05,98.45,8.18,43.96,0.95,98.88,-2.93,-2.23,291.68,76.52,100268.17,18.33,109.52, ,93.8125
3,68.86,94.4,8.35,34.97,0.9,100.69,-2.36,-2.58,291.33,79.61,100400.45,18.33,109.66, ,92.325
4,55.31,67.87,10.0,11.33,0.58,93.19,-2.28,-0.09,292.3,71.92,101453.81,18.49,108.83, ,75.3875
5,61.96,78.64,9.9,18.19,0.7,98.85,-2.06,-0.3,291.61,74.42,100540.98,18.49,108.97, ,83.7
6,65.99,87.0,9.33,26.26,0.79,99.47,-2.03,0.17,291.06,76.38,99264.5,18.48,109.11, ,88.73749999999998
7,68.56,93.92,8.65,37.36,0.89,97.09,-2.62,0.4,291.32,75.12,98565.42,18.48,109.25, ,91.95
8,70.67,98.2,8.32,43.63,0.93,96.28,-3.2,-0.59,290.82,76.57,97675.52,18.47,109.39, ,94.5875
9,72.45,99.94,8.46,46.2,0.94,95.71,-2.54,-1.71,290.25,80.45,97556.44,18.46,109.53, ,96.8125
10,70.69,96.57,8.46,38.98,0.92,96.45,-1.56,-2.07,291.32,78.19,99890.35,18.46,109.67, ,94.6125
11,65.74,88.05,8.51,26.55,0.84,97.17,-1.75,-2.24,291.83,76.92,101154.48,18.45,109.81, ,88.42499999999998
12,59.2,75.3,9.05,17.89,0.7,94.6,-2.41,-2.73,292.02,78.69,101353.68,18.45,109.95, ,80.25
13,63.26,74.96,9.99,13.17,0.62,94.77,-1.48,1.18,290.83,77.02,98239.84,18.62,108.84, ,85.32499999999999
14,68.87,84.17,9.82,19.03,0.72,97.26,-1.11,0.21,290.33,78.23,97988.31,18.62,108.98, ,92.3375
15,68.81,86.7,9.75,23.91,0.78,98.27,-1.21,-0.12,290.88,75.7,99287.22,18.61,109.12, ,92.2625
16,69.77,89.36,9.28,28.79,0.83,96.49,-1.76,0.66,290.99,74.11,98148.48,18.61,109.26, ,93.46249999999999
17,69.84,90.71,9.12,31.61,0.85,96.04,-2.38,0.61,289.55,78.65,95313.17,18.6,109.4, ,93.55000000000001
18,72.3,93.84,8.82,35.01,0.88,93.9,-2.28,-0.4,289.07,81.56,95672.79,18.6,109.54, ,96.625
19,70.61,92.01,8.83,34.12,0.88,93.95,-1.75,-1.27,290.87,77.28,98671.76,18.59,109.67, ,94.5125
20,68.92,89.14,8.89,30.71,0.87,93.81,-2.05,-1.93,291.64,76.84,99763.57,18.59,109.81, ,92.4
21,65.41,82.05,9.45,24.57,0.79,92.91,-2.18,-2.32,291.55,79.09,99993.79,18.58,109.95, ,88.01249999999999
22,59.66,71.84,9.87,15.93,0.66,89.27,-1.93,-2.83,291.49,80.58,100633.69,18.57,110.09, ,80.82499999999999
23,55.28,60.93,10.55,6.89,0.47,92.8,-0.49,2.7,291.98,75.24,99968.64,18.76,108.7, ,75.35
24,65.44,71.83,10.38,10.88,0.57,91.44,-0.81,2.98,289.96,79.57,96274.97,18.75,108.84, ,88.05
25,68.12,76.31,10.5,14.02,0.62,92.91,-1.04,1.9,289.57,79.16,96240.64,18.75,108.98, ,91.4
26,67.64,78.75,10.52,17.84,0.68,93.69,-1.17,0.3,290.36,75.21,97875.55,18.75,109.12, ,90.80000000000001
27,69.58,82.61,10.29,21.74,0.75,93.06,-1.21,0.16,290.35,74.48,97858.7,18.74,109.26, ,93.225
28,70.34,85.01,10.21,24.91,0.8,93.18,-1.66,0.8,289.89,76.25,96106.17,18.73,109.4, ,94.17500000000001
29,71.54,86.96,10.19,27.54,0.83,92.87,-2.16,0.58,289.14,78.36,94806.98,18.73,109.54, ,95.67500000000001
30,70.15,85.3,10.24,26.56,0.83,93.49,-1.88,-0.01,289.06,80.8,94989.88,18.72,109.68, ,93.9375
31,69.85,84.12,10.09,25.08,0.82,92.38,-1.67,-0.81,289.33,82.99,95975.13,18.72,109.82, ,93.5625
32,68.82,81.84,9.98,21.93,0.79,89.95,-1.5,-1.35,290.12,83.12,97900.87,18.71,109.96, ,92.27499999999999
33,64.19,75.26,10.39,17.66,0.73,87.68,-1.37,-1.92,290.9,82.33,99375.27,18.7,110.1, ,86.4875
34,58.93,68.63,10.69,14.42,0.65,86.4,-1.33,-2.41,291.39,81.62,100388.9,18.7,110.24, ,79.9125
35,47.11,54.75,10.08,7.23,0.48,92.91,-1.47,-2.87,292.52,82.43,101370.92,18.69,110.38, ,65.1375
36,57.52,61.69,10.82,7.42,0.47,89.77,0.52,2.42,292.0,75.25,100607.27,18.89,108.71, ,78.15
37,62.25,65.95,10.68,9.69,0.52,89.1,-0.08,2.95,291.61,73.75,99072.02,18.89,108.85, ,84.0625
38,65.13,69.02,10.95,11.0,0.55,89.29,-1.14,2.19,290.62,74.61,97309.38,18.88,108.99, ,87.6625
39,67.67,73.75,11.09,13.7,0.62,89.69,-0.98,1.33,289.23,76.5,94690.62,18.88,109.13, ,90.8375
40,68.63,76.73,11.56,17.5,0.68,92.2,-0.27,0.74,289.2,76.33,95227.1,18.87,109.27, ,92.0375
