,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
0,54.99,62.52,9.2,12.03,0.8,95.4,-3.91,-6.22,291.12,66.39,100651.91,18.34,109.25, ,74.9875
1,57.29,66.7,9.06,14.26,0.86,100.17,-5.28,-6.56,291.31,65.98,100839.68,18.34,109.38, ,77.8625
2,59.17,69.07,9.17,14.85,0.87,101.29,-5.95,-8.12,290.66,69.02,100725.99,18.33,109.52, ,80.2125
3,59.04,67.8,9.34,13.81,0.85,102.28,-5.14,-8.07,290.33,72.44,100883.6,18.33,109.66, ,80.05
4,48.79,52.17,10.22,6.24,0.62,81.66,-4.54,-5.81,291.54,64.65,101947.48,18.49,108.83, ,67.2375
5,52.46,55.49,10.15,7.78,0.7,91.52,-4.94,-7.21,290.67,68.29,101022.02,18.49,108.97, ,71.825
6,55.43,60.02,9.86,9.61,0.76,94.69,-4.42,-7.32,289.69,72.02,99739.97,18.48,109.11, ,75.5375
7,59.9,66.59,9.56,11.7,0.83,95.39,-4.61,-8.0,289.68,71.9,99019.66,18.48,109.25, ,81.125
8,61.19,69.01,9.52,13.03,0.86,98.02,-5.43,-7.21,289.33,72.19,98100.33,18.47,109.39, ,82.7375
9,62.72,70.78,9.63,13.66,0.86,97.35,-5.06,-7.98,288.69,75.8,98003.19,18.46,109.53, ,84.65
10,59.98,67.18,9.87,13.31,0.85,97.22,-3.96,-7.35,289.97,72.52,100382.98,18.46,109.67, ,81.225
11,57.47,63.21,10.3,11.75,0.81,97.7,-3.86,-8.34,290.61,70.9,101662.83,18.45,109.81, ,78.0875
12,54.85,59.8,10.54,9.28,0.72,89.5,-4.07,-10.07,290.46,73.64,101864.3,18.45,109.95, ,74.8125
13,57.74,60.19,10.58,6.58,0.67,86.04,-5.42,-7.53,289.34,72.22,98698.63,18.62,108.84, ,78.425
14,60.9,63.42,10.27,8.15,0.74,90.19,-4.86,-7.1,288.63,75.34,98465.95,18.62,108.98, ,82.375
15,59.3,62.38,10.26,9.08,0.77,92.6,-5.02,-6.6,289.37,73.31,99785.95,18.61,109.12, ,80.375
16,62.35,66.35,10.01,9.91,0.8,90.96,-5.92,-8.97,288.57,76.11,98621.2,18.61,109.26, ,84.1875
17,63.4,67.54,10.21,10.33,0.81,94.17,-5.22,-7.35,286.95,81.22,95744.23,18.6,109.4, ,85.5
18,64.26,69.04,10.11,11.03,0.82,91.62,-3.88,-7.96,287.05,81.23,96113.04,18.6,109.54, ,86.57500000000002
19,61.36,66.01,10.3,11.12,0.81,91.76,-3.77,-8.71,289.09,74.44,99135.65,18.59,109.67, ,82.95
20,60.99,65.65,10.57,10.79,0.81,91.31,-4.02,-9.8,289.56,74.62,100244.76,18.59,109.81, ,82.48750000000001
